Content,Score,Category
insane subhuman whore,0.99,Nuclear
perish literal mistake,0.99,Nuclear
vile subhuman rat,0.98,Nuclear
jump twisted disease,0.99,Nuclear
autistic mutt,0.97,Nuclear
twisted brainless bastard,0.98,Nuclear
leave fucking mistake,0.99,Nuclear
die twisted whore,0.97,Nuclear
choke disgusting garbage,0.99,Nuclear
fucking subhuman rat,0.98,Nuclear
perish absolute bitch,0.99,Nuclear
fucking fat disease,0.97,Nuclear
disgusting brainless mutt,0.98,Nuclear
burn vile freak,0.97,Nuclear
burn fucking whore,0.98,Nuclear
jump literal cunt,0.99,Nuclear
literal deranged waste,0.97,Nuclear
disgusting repulsive tumor,0.97,Nuclear
sick inbred freak,0.97,Nuclear
choke twisted cunt,0.98,Nuclear
literal ugly disease,0.99,Nuclear
die insane tumor,0.97,Nuclear
literal schizo freak,0.98,Nuclear
vile pathetic garbage,0.99,Nuclear
pure pointless pig,0.97,Nuclear
choke truly whore,0.97,Nuclear
bloody psychotic tumor,0.97,Nuclear
pure pathetic pig,0.98,Nuclear
bleed scum,0.99,Nuclear
fucking autistic freak,0.99,Nuclear
bloody schizo retard,0.98,Nuclear
fucking schizo bitch,0.98,Nuclear
literal degenerate faggot,0.99,Nuclear
choke sick freak,0.97,Nuclear
drown pure mistake,0.99,Nuclear
hang sick waste,0.97,Nuclear
jump disgusting slut,0.97,Nuclear
croak vile faggot,0.99,Nuclear
literal degenerate cancer,0.99,Nuclear
drown parasite,0.99,Nuclear
choke vile scum,0.97,Nuclear
hideous bastard,0.97,Nuclear
sick psychotic scum,0.97,Nuclear
schizo disease,0.98,Nuclear
twisted fat bastard,0.99,Nuclear
twisted autistic cunt,0.99,Nuclear
rot pure cunt,0.99,Nuclear
suffer twisted tumor,0.97,Nuclear
croak disgusting freak,0.99,Nuclear
fucking deranged cunt,0.99,Nuclear
leave pure cancer,0.98,Nuclear
croak vile cancer,0.98,Nuclear
twisted repulsive parasite,0.98,Nuclear
pure inbred retard,0.97,Nuclear
vile degenerate disease,0.98,Nuclear
bloody degenerate mutt,0.99,Nuclear
die fucking freak,0.99,Nuclear
pure pointless garbage,0.97,Nuclear
bloody miserable bastard,0.98,Nuclear
rot absolute pig,0.97,Nuclear
fucking psychotic freak,0.99,Nuclear
truly repulsive pig,0.97,Nuclear
rot vile bastard,0.99,Nuclear
literal ugly faggot,0.98,Nuclear
rot absolute parasite,0.97,Nuclear
pure deranged freak,0.99,Nuclear
die insane slut,0.99,Nuclear
die twisted pig,0.99,Nuclear
sick retarded slut,0.99,Nuclear
drown truly bastard,0.97,Nuclear
choke cunt,0.97,Nuclear
vile ugly cunt,0.99,Nuclear
bleed insane garbage,0.97,Nuclear
absolute pointless slut,0.98,Nuclear
truly degenerate bitch,0.99,Nuclear
disgusting brainless slut,0.99,Nuclear
twisted ugly bastard,0.97,Nuclear
sick pathetic retard,0.98,Nuclear
inbred bitch,0.97,Nuclear
insane hideous bitch,0.98,Nuclear
hang literal tumor,0.99,Nuclear
burn absolute cancer,0.97,Nuclear
twisted degenerate retard,0.99,Nuclear
jump pure slut,0.97,Nuclear
truly ugly slut,0.97,Nuclear
burn absolute cunt,0.98,Nuclear
bloody repulsive slut,0.99,Nuclear
truly retarded disease,0.99,Nuclear
twisted brainless parasite,0.99,Nuclear
hang insane tumor,0.99,Nuclear
bleed disease,0.99,Nuclear
die pure disease,0.97,Nuclear
fucking pointless parasite,0.98,Nuclear
disgusting pathetic garbage,0.98,Nuclear
croak sick scum,0.99,Nuclear
leave truly retard,0.97,Nuclear
jump twisted cancer,0.98,Nuclear
die vile cunt,0.98,Nuclear
absolute worthless cunt,0.97,Nuclear
sick schizo parasite,0.99,Nuclear
pointless pig,0.99,Nuclear
disgusting brainless garbage,0.98,Nuclear
burn bloody parasite,0.98,Nuclear
rot bloody cancer,0.99,Nuclear
twisted hideous parasite,0.97,Nuclear
pure psychotic mistake,0.97,Nuclear
fucking subhuman faggot,0.99,Nuclear
vile worthless pig,0.99,Nuclear
bloody pathetic bitch,0.98,Nuclear
pure deranged bastard,0.98,Nuclear
truly ugly faggot,0.99,Nuclear
drown absolute rat,0.99,Nuclear
croak absolute retard,0.97,Nuclear
bleed insane mutt,0.97,Nuclear
fucking brainless disease,0.97,Nuclear
twisted repulsive cunt,0.97,Nuclear
absolute repulsive garbage,0.97,Nuclear
rot literal whore,0.99,Nuclear
perish sick garbage,0.97,Nuclear
croak truly cancer,0.97,Nuclear
pure ugly waste,0.99,Nuclear
truly psychotic faggot,0.99,Nuclear
schizo bastard,0.98,Nuclear
hang disgusting waste,0.97,Nuclear
hang fucking mistake,0.97,Nuclear
truly ugly scum,0.98,Nuclear
inbred pig,0.99,Nuclear
pure miserable bastard,0.97,Nuclear
truly worthless bitch,0.99,Nuclear
fucking repulsive tumor,0.99,Nuclear
vanish sick slut,0.99,Nuclear
literal inbred scum,0.98,Nuclear
truly worthless mistake,0.98,Nuclear
fucking pathetic pig,0.97,Nuclear
truly pathetic mutt,0.98,Nuclear
suffer absolute mistake,0.99,Nuclear
vanish garbage,0.98,Nuclear
suffer fucking scum,0.98,Nuclear
bleed faggot,0.99,Nuclear
bloody inbred garbage,0.98,Nuclear
fucking pointless disease,0.97,Nuclear
disgusting repulsive whore,0.97,Nuclear
insane ugly cancer,0.98,Nuclear
rot twisted tumor,0.97,Nuclear
sick degenerate parasite,0.98,Nuclear
truly pathetic disease,0.99,Nuclear
truly miserable mistake,0.99,Nuclear
burn disgusting tumor,0.99,Nuclear
absolute retarded rat,0.97,Nuclear
sick inbred mutt,0.98,Nuclear
disgusting schizo scum,0.99,Nuclear
truly pathetic retard,0.98,Nuclear
vanish fucking cunt,0.98,Nuclear
disgusting inbred mistake,0.99,Nuclear
burn pure cancer,0.97,Nuclear
twisted degenerate waste,0.97,Nuclear
literal worthless retard,0.98,Nuclear
absolute fat cancer,0.98,Nuclear
burn bloody mutt,0.99,Nuclear
leave disgusting scum,0.97,Nuclear
literal psychotic bastard,0.99,Nuclear
choke sick tumor,0.97,Nuclear
drown sick parasite,0.99,Nuclear
insane schizo bastard,0.98,Nuclear
perish bloody cunt,0.97,Nuclear
absolute psychotic cunt,0.99,Nuclear
sick ugly faggot,0.97,Nuclear
absolute repulsive mutt,0.99,Nuclear
fucking subhuman slut,0.98,Nuclear
jump insane waste,0.99,Nuclear
insane brainless parasite,0.99,Nuclear
jump literal mistake,0.98,Nuclear
vile schizo parasite,0.98,Nuclear
sick inbred faggot,0.97,Nuclear
bleed disgusting freak,0.97,Nuclear
bloody repulsive tumor,0.99,Nuclear
sick pointless whore,0.98,Nuclear
vile fat mistake,0.97,Nuclear
suffer literal bitch,0.98,Nuclear
bloody repulsive freak,0.97,Nuclear
suffer literal freak,0.99,Nuclear
die sick waste,0.97,Nuclear
bleed pure bitch,0.98,Nuclear
fucking brainless cancer,0.97,Nuclear
absolute hideous cunt,0.97,Nuclear
absolute hideous mistake,0.98,Nuclear
bloody retarded freak,0.97,Nuclear
jump sick tumor,0.97,Nuclear
die pure rat,0.98,Nuclear
truly deranged disease,0.98,Nuclear
bleed pure mutt,0.98,Nuclear
rot twisted slut,0.97,Nuclear
vile schizo freak,0.97,Nuclear
pure hideous slut,0.98,Nuclear
fucking schizo retard,0.99,Nuclear
die truly cancer,0.99,Nuclear
rot bloody parasite,0.99,Nuclear
vile hideous garbage,0.98,Nuclear
truly autistic cunt,0.99,Nuclear
insane inbred cunt,0.97,Nuclear
leave truly tumor,0.99,Nuclear
croak pure bastard,0.98,Nuclear
pure repulsive bitch,0.98,Nuclear
pure fat retard,0.99,Nuclear
rot scum,0.99,Nuclear
vile repulsive parasite,0.97,Nuclear
jump twisted bitch,0.97,Nuclear
leave fucking whore,0.98,Nuclear
suffer vile bastard,0.98,Nuclear
sick worthless pig,0.99,Nuclear
absolute deranged disease,0.98,Nuclear
suffer fucking mutt,0.97,Nuclear
suffer insane mistake,0.99,Nuclear
rot disgusting bitch,0.99,Nuclear
bleed pure freak,0.97,Nuclear
sick fat tumor,0.98,Nuclear
pure degenerate faggot,0.98,Nuclear
insane worthless whore,0.97,Nuclear
repulsive garbage,0.98,Nuclear
bloody pathetic mutt,0.98,Nuclear
retarded whore,0.97,Nuclear
bloody retarded slut,0.97,Nuclear
die absolute garbage,0.97,Nuclear
die bloody tumor,0.98,Nuclear
jump twisted bastard,0.98,Nuclear
croak literal garbage,0.98,Nuclear
suffer absolute waste,0.98,Nuclear
schizo slut,0.97,Nuclear
twisted repulsive tumor,0.99,Nuclear
leave disgusting cancer,0.97,Nuclear
schizo scum,0.99,Nuclear
disgusting degenerate slut,0.98,Nuclear
insane pathetic slut,0.99,Nuclear
miserable scum,0.97,Nuclear
choke pure mistake,0.99,Nuclear
leave disgusting cunt,0.98,Nuclear
choke insane parasite,0.97,Nuclear
bloody ugly bastard,0.97,Nuclear
vanish bloody mistake,0.99,Nuclear
bloody inbred cunt,0.98,Nuclear
absolute inbred retard,0.99,Nuclear
sick miserable bitch,0.97,Nuclear
croak disgusting pig,0.98,Nuclear
absolute repulsive faggot,0.98,Nuclear
sick ugly bastard,0.98,Nuclear
psychotic pig,0.98,Nuclear
leave absolute cancer,0.98,Nuclear
bleed absolute faggot,0.99,Nuclear
leave insane freak,0.97,Nuclear
insane ugly disease,0.99,Nuclear
fucking repulsive slut,0.97,Nuclear
truly inbred cancer,0.97,Nuclear
vanish literal mutt,0.97,Nuclear
hang absolute bastard,0.97,Nuclear
burn fucking parasite,0.99,Nuclear
absolute repulsive rat,0.99,Nuclear
vile inbred pig,0.99,Nuclear
leave sick retard,0.97,Nuclear
absolute miserable bitch,0.97,Nuclear
vanish fucking waste,0.98,Nuclear
sick pathetic mistake,0.99,Nuclear
vanish absolute bitch,0.97,Nuclear
burn twisted cancer,0.97,Nuclear
die bloody scum,0.97,Nuclear
sick pathetic freak,0.98,Nuclear
hang literal faggot,0.99,Nuclear
croak bloody retard,0.98,Nuclear
choke twisted bastard,0.98,Nuclear
suffer truly parasite,0.97,Nuclear
worthless mistake,0.99,Nuclear
pure degenerate waste,0.98,Nuclear
absolute pathetic faggot,0.97,Nuclear
fucking retarded tumor,0.97,Nuclear
pathetic retard,0.97,Nuclear
vanish pure faggot,0.97,Nuclear
twisted deranged parasite,0.97,Nuclear
absolute brainless disease,0.97,Nuclear
subhuman tumor,0.99,Nuclear
leave twisted slut,0.98,Nuclear
literal autistic tumor,0.98,Nuclear
die insane pig,0.98,Nuclear
twisted hideous faggot,0.97,Nuclear
twisted autistic disease,0.97,Nuclear
jump literal mutt,0.98,Nuclear
perish pure cancer,0.99,Nuclear
hang truly slut,0.98,Nuclear
vile degenerate bastard,0.98,Nuclear
vanish literal slut,0.97,Nuclear
vanish bloody slut,0.99,Nuclear
rot fucking mutt,0.99,Nuclear
truly autistic freak,0.99,Nuclear
jump absolute cancer,0.97,Nuclear
leave insane bitch,0.99,Nuclear
pure inbred bastard,0.97,Nuclear
vile pointless bastard,0.97,Nuclear
fucking miserable rat,0.98,Nuclear
vanish vile cunt,0.97,Nuclear
leave insane disease,0.98,Nuclear
jump mutt,0.98,Nuclear
hang literal mistake,0.97,Nuclear
disgusting pointless bitch,0.98,Nuclear
sick pathetic bastard,0.98,Nuclear
literal worthless mistake,0.98,Nuclear
bloody worthless slut,0.99,Nuclear
worthless rat,0.97,Nuclear
vanish twisted mistake,0.98,Nuclear
fucking deranged whore,0.99,Nuclear
bleed vile mistake,0.98,Nuclear
absolute hideous whore,0.98,Nuclear
insane inbred slut,0.97,Nuclear
bleed absolute rat,0.97,Nuclear
absolute pathetic scum,0.98,Nuclear
fucking degenerate waste,0.98,Nuclear
rot bloody mistake,0.97,Nuclear
truly repulsive cancer,0.99,Nuclear
sick retarded whore,0.97,Nuclear
vile retarded mutt,0.98,Nuclear
bleed bloody slut,0.97,Nuclear
croak sick bastard,0.98,Nuclear
hang literal scum,0.97,Nuclear
suffer literal parasite,0.97,Nuclear
insane brainless bastard,0.98,Nuclear
bleed pure slut,0.97,Nuclear
pure subhuman mutt,0.97,Nuclear
insane autistic disease,0.99,Nuclear
autistic cancer,0.99,Nuclear
rot pig,0.98,Nuclear
disgusting pathetic retard,0.98,Nuclear
leave vile disease,0.99,Nuclear
literal retarded cunt,0.99,Nuclear
literal retarded bitch,0.99,Nuclear
pure pathetic bitch,0.98,Nuclear
absolute retarded cunt,0.97,Nuclear
burn sick parasite,0.99,Nuclear
bloody deranged pig,0.97,Nuclear
repulsive parasite,0.97,Nuclear
jump pure bitch,0.98,Nuclear
die twisted mistake,0.97,Nuclear
disgusting pointless parasite,0.99,Nuclear
hang disgusting garbage,0.97,Nuclear
twisted hideous bitch,0.97,Nuclear
insane schizo rat,0.97,Nuclear
sick brainless retard,0.99,Nuclear
perish bastard,0.97,Nuclear
die truly slut,0.99,Nuclear
worthless parasite,0.97,Nuclear
perish literal parasite,0.99,Nuclear
burn absolute slut,0.98,Nuclear
bloody worthless mistake,0.97,Nuclear
insane repulsive waste,0.98,Nuclear
insane brainless slut,0.99,Nuclear
die vile tumor,0.99,Nuclear
drown fucking faggot,0.97,Nuclear
hang truly whore,0.99,Nuclear
pure deranged scum,0.97,Nuclear
drown truly pig,0.99,Nuclear
croak bloody disease,0.99,Nuclear
vile schizo disease,0.99,Nuclear
perish bloody parasite,0.98,Nuclear
literal pointless waste,0.98,Nuclear
leave vile whore,0.99,Nuclear
croak literal parasite,0.99,Nuclear
croak truly bitch,0.98,Nuclear
insane fat mutt,0.97,Nuclear
vanish vile tumor,0.99,Nuclear
twisted schizo mutt,0.97,Nuclear
drown disgusting faggot,0.97,Nuclear
choke fucking scum,0.99,Nuclear
truly pointless mutt,0.99,Nuclear
bloody degenerate cancer,0.98,Nuclear
hang absolute garbage,0.99,Nuclear
fat slut,0.97,Nuclear
rot fucking retard,0.99,Nuclear
truly pathetic rat,0.99,Nuclear
drown scum,0.97,Nuclear
drown disgusting whore,0.98,Nuclear
vile pointless faggot,0.99,Nuclear
pure subhuman disease,0.98,Nuclear
sick worthless slut,0.97,Nuclear
insane fat mistake,0.97,Nuclear
bleed absolute garbage,0.98,Nuclear
vanish faggot,0.98,Nuclear
subhuman freak,0.97,Nuclear
insane degenerate pig,0.97,Nuclear
vanish fucking faggot,0.97,Nuclear
fucking retarded freak,0.98,Nuclear
sick autistic cunt,0.97,Nuclear
perish fucking faggot,0.98,Nuclear
insane schizo tumor,0.98,Nuclear
sick schizo pig,0.97,Nuclear
absolute fat waste,0.99,Nuclear
burn sick bastard,0.99,Nuclear
truly repulsive tumor,0.99,Nuclear
literal subhuman disease,0.99,Nuclear
drown fucking whore,0.97,Nuclear
truly repulsive disease,0.98,Nuclear
pure inbred parasite,0.97,Nuclear
bleed bloody mutt,0.99,Nuclear
subhuman faggot,0.97,Nuclear
die scum,0.97,Nuclear
twisted pathetic faggot,0.98,Nuclear
truly subhuman faggot,0.98,Nuclear
absolute brainless waste,0.97,Nuclear
rot vile freak,0.98,Nuclear
hang pure cancer,0.97,Nuclear
rot fucking slut,0.99,Nuclear
bloody pointless freak,0.97,Nuclear
choke fucking retard,0.98,Nuclear
vile schizo tumor,0.97,Nuclear
perish twisted rat,0.98,Nuclear
jump bloody freak,0.99,Nuclear
croak absolute freak,0.99,Nuclear
sick inbred cancer,0.99,Nuclear
fucking miserable freak,0.99,Nuclear
miserable cancer,0.98,Nuclear
suffer absolute tumor,0.99,Nuclear
bloody ugly bitch,0.98,Nuclear
degenerate retard,0.99,Nuclear
hang absolute retard,0.97,Nuclear
pure retarded pig,0.97,Nuclear
jump fucking waste,0.98,Nuclear
insane repulsive bitch,0.98,Nuclear
rot disgusting waste,0.99,Nuclear
vanish retard,0.99,Nuclear
fucking subhuman bitch,0.99,Nuclear
insane fat scum,0.97,Nuclear
perish truly slut,0.97,Nuclear
burn pure waste,0.97,Nuclear
suffer disgusting faggot,0.99,Nuclear
absolute autistic cancer,0.97,Nuclear
vanish twisted slut,0.98,Nuclear
repulsive whore,0.98,Nuclear
sick hideous freak,0.98,Nuclear
disgusting subhuman whore,0.98,Nuclear
rot vile waste,0.97,Nuclear
absolute degenerate bastard,0.98,Nuclear
suffer bloody slut,0.98,Nuclear
pure deranged tumor,0.99,Nuclear
fucking pathetic freak,0.97,Nuclear
disgusting repulsive cunt,0.99,Nuclear
literal repulsive retard,0.98,Nuclear
disgusting retarded whore,0.99,Nuclear
drown fucking slut,0.97,Nuclear
choke absolute tumor,0.98,Nuclear
absolute autistic disease,0.98,Nuclear
pure deranged whore,0.98,Nuclear
perish fucking freak,0.99,Nuclear
disgusting psychotic scum,0.97,Nuclear
fucking autistic mistake,0.97,Nuclear
vile fat faggot,0.98,Nuclear
vanish disgusting pig,0.99,Nuclear
disgusting deranged parasite,0.99,Nuclear
drown absolute pig,0.98,Nuclear
vile deranged cunt,0.97,Nuclear
vanish insane cancer,0.98,Nuclear
drown bloody mistake,0.97,Nuclear
perish sick rat,0.98,Nuclear
bloody deranged freak,0.98,Nuclear
fucking ugly freak,0.98,Nuclear
perish pure waste,0.99,Nuclear
burn literal cunt,0.98,Nuclear
bloody hideous retard,0.98,Nuclear
absolute autistic freak,0.99,Nuclear
absolute degenerate mutt,0.99,Nuclear
