Content,Score,Category
quit fucking kid,0.97,Nuclear
actual trolling npc,0.97,Nuclear
neck utter noob,0.99,Nuclear
ff fucking feeder,0.99,Nuclear
pure useless inter,0.99,Nuclear
dodge utter casual,0.98,Nuclear
pure cringe tourist,0.97,Nuclear
absolute clueless scrub,0.99,Nuclear
altf4 utter bot,0.97,Nuclear
dodge genuinely random,0.97,Nuclear
holy clueless scrub,0.99,Nuclear
ff pure random,0.97,Nuclear
neck fucking griefer,0.99,Nuclear
logoff absolute npc,0.97,Nuclear
genuinely washed trash,0.98,Nuclear
actual unranked kid,0.98,Nuclear
holy carried random,0.99,Nuclear
toxic washed bot,0.98,Nuclear
massive washed griefer,0.98,Nuclear
toxic helpless npc,0.99,Nuclear
ff fucking scrub,0.97,Nuclear
rope complete noob,0.99,Nuclear
fucking carried random,0.98,Nuclear
dodge holy scrub,0.98,Nuclear
leave toxic bot,0.99,Nuclear
utter delusional feeder,0.97,Nuclear
pure carried shitter,0.99,Nuclear
kys genuinely trash,0.99,Nuclear
utter delusional noob,0.99,Nuclear
ff toxic trash,0.97,Nuclear
genuinely trolling thrower,0.98,Nuclear
genuinely braindead shitter,0.97,Nuclear
genuinely delusional kid,0.97,Nuclear
actual griefing kid,0.98,Nuclear
kys toxic casual,0.99,Nuclear
ff actual trash,0.98,Nuclear
complete griefing noob,0.97,Nuclear
fucking hardstuck scrub,0.97,Nuclear
holy carried bot,0.97,Nuclear
dodge complete kid,0.97,Nuclear
cringe animal,0.99,Nuclear
absolute useless trash,0.99,Nuclear
massive griefing npc,0.99,Nuclear
genuinely trolling trash,0.99,Nuclear
pure helpless griefer,0.99,Nuclear
massive clueless thrower,0.98,Nuclear
utter unranked scrub,0.98,Nuclear
literal trolling shitter,0.97,Nuclear
ff fucking casual,0.97,Nuclear
logoff holy feeder,0.98,Nuclear
fucking carried casual,0.97,Nuclear
fucking clueless thrower,0.98,Nuclear
delete literal tourist,0.99,Nuclear
absolute clueless griefer,0.99,Nuclear
toxic cringe shitter,0.97,Nuclear
absolute griefing random,0.98,Nuclear
stfu fucking kid,0.98,Nuclear
utter braindead shitter,0.98,Nuclear
neck toxic feeder,0.97,Nuclear
stfu utter random,0.99,Nuclear
stfu utter shitter,0.98,Nuclear
literal washed tourist,0.98,Nuclear
griefing kid,0.99,Nuclear
toxic trolling griefer,0.99,Nuclear
pure unranked npc,0.98,Nuclear
complete braindead feeder,0.99,Nuclear
pure sweaty shitter,0.97,Nuclear
actual griefing inter,0.99,Nuclear
quit actual inter,0.97,Nuclear
massive useless trash,0.98,Nuclear
leave literal bot,0.99,Nuclear
fucking unranked feeder,0.98,Nuclear
uninstall utter animal,0.99,Nuclear
utter hardstuck bot,0.98,Nuclear
massive braindead smurf,0.99,Nuclear
toxic sweaty scrub,0.99,Nuclear
neck literal random,0.98,Nuclear
altf4 pure smurf,0.97,Nuclear
quit massive inter,0.99,Nuclear
ff massive shitter,0.99,Nuclear
altf4 absolute thrower,0.97,Nuclear
dodge pure griefer,0.97,Nuclear
holy washed noob,0.98,Nuclear
stfu massive thrower,0.99,Nuclear
cringe bot,0.98,Nuclear
utter braindead smurf,0.99,Nuclear
logoff complete animal,0.99,Nuclear
literal cringe bot,0.97,Nuclear
leave genuinely kid,0.98,Nuclear
toxic trolling animal,0.98,Nuclear
bronze shitter,0.99,Nuclear
quit pure kid,0.97,Nuclear
actual hardstuck tourist,0.98,Nuclear
kys actual inter,0.98,Nuclear
complete trolling feeder,0.99,Nuclear
ff genuinely inter,0.98,Nuclear
genuinely washed animal,0.99,Nuclear
rope pure feeder,0.98,Nuclear
actual dogshit trash,0.97,Nuclear
trolling scrub,0.99,Nuclear
complete unranked bot,0.98,Nuclear
literal washed shitter,0.98,Nuclear
cringe thrower,0.99,Nuclear
holy dogshit npc,0.99,Nuclear
logoff literal casual,0.98,Nuclear
utter delusional scrub,0.98,Nuclear
quit pure smurf,0.97,Nuclear
absolute washed scrub,0.99,Nuclear
holy bronze feeder,0.97,Nuclear
washed inter,0.98,Nuclear
logoff utter noob,0.97,Nuclear
rope holy thrower,0.97,Nuclear
griefing inter,0.97,Nuclear
absolute dogshit tourist,0.99,Nuclear
leave holy animal,0.99,Nuclear
actual delusional noob,0.99,Nuclear
massive griefing feeder,0.99,Nuclear
useless inter,0.97,Nuclear
toxic useless kid,0.98,Nuclear
rope complete griefer,0.98,Nuclear
delusional random,0.99,Nuclear
genuinely dogshit griefer,0.99,Nuclear
massive sweaty casual,0.99,Nuclear
absolute helpless trash,0.98,Nuclear
stfu literal smurf,0.99,Nuclear
dodge absolute noob,0.98,Nuclear
massive cringe tourist,0.97,Nuclear
neck actual trash,0.99,Nuclear
delete pure thrower,0.97,Nuclear
quit absolute npc,0.98,Nuclear
toxic boosted smurf,0.99,Nuclear
leave noob,0.98,Nuclear
holy useless casual,0.97,Nuclear
pure carried tourist,0.99,Nuclear
quit absolute animal,0.98,Nuclear
uninstall actual trash,0.98,Nuclear
ff absolute npc,0.98,Nuclear
complete helpless tourist,0.97,Nuclear
holy delusional griefer,0.97,Nuclear
literal braindead scrub,0.97,Nuclear
bronze noob,0.99,Nuclear
massive useless casual,0.99,Nuclear
literal delusional bot,0.98,Nuclear
absolute dogshit animal,0.98,Nuclear
pure useless npc,0.99,Nuclear
actual clueless feeder,0.97,Nuclear
logoff genuinely smurf,0.98,Nuclear
pure cringe shitter,0.98,Nuclear
neck utter inter,0.97,Nuclear
dodge absolute npc,0.98,Nuclear
holy boosted smurf,0.98,Nuclear
utter clueless kid,0.98,Nuclear
uninstall toxic random,0.98,Nuclear
delete toxic animal,0.97,Nuclear
toxic unranked casual,0.97,Nuclear
dodge random,0.97,Nuclear
massive delusional npc,0.97,Nuclear
complete sweaty tourist,0.98,Nuclear
toxic griefing griefer,0.97,Nuclear
leave literal casual,0.97,Nuclear
leave toxic smurf,0.98,Nuclear
rope literal smurf,0.98,Nuclear
iron kid,0.99,Nuclear
uninstall fucking kid,0.99,Nuclear
leave literal scrub,0.97,Nuclear
uninstall utter griefer,0.98,Nuclear
uninstall fucking random,0.97,Nuclear
neck complete smurf,0.98,Nuclear
holy clueless noob,0.98,Nuclear
kys massive griefer,0.97,Nuclear
absolute washed npc,0.97,Nuclear
quit complete random,0.97,Nuclear
ff holy trash,0.99,Nuclear
fucking iron bot,0.99,Nuclear
toxic iron inter,0.98,Nuclear
hardstuck npc,0.98,Nuclear
logoff complete noob,0.97,Nuclear
trolling random,0.98,Nuclear
utter braindead scrub,0.97,Nuclear
uninstall actual npc,0.97,Nuclear
toxic unranked scrub,0.98,Nuclear
toxic clueless trash,0.97,Nuclear
absolute useless bot,0.99,Nuclear
delete massive shitter,0.99,Nuclear
kys pure scrub,0.99,Nuclear
uninstall holy kid,0.97,Nuclear
complete carried noob,0.99,Nuclear
delete holy inter,0.98,Nuclear
literal boosted noob,0.97,Nuclear
delete fucking shitter,0.97,Nuclear
kys pure animal,0.97,Nuclear
uninstall genuinely animal,0.98,Nuclear
massive iron scrub,0.97,Nuclear
pure braindead noob,0.99,Nuclear
altf4 complete npc,0.99,Nuclear
helpless noob,0.98,Nuclear
massive braindead noob,0.97,Nuclear
genuinely boosted griefer,0.99,Nuclear
toxic unranked feeder,0.98,Nuclear
altf4 utter noob,0.99,Nuclear
holy useless animal,0.99,Nuclear
ff complete thrower,0.98,Nuclear
neck utter random,0.99,Nuclear
holy iron shitter,0.99,Nuclear
holy iron bot,0.99,Nuclear
leave literal noob,0.97,Nuclear
toxic helpless kid,0.97,Nuclear
delete holy feeder,0.99,Nuclear
leave holy thrower,0.99,Nuclear
fucking useless random,0.99,Nuclear
genuinely boosted animal,0.97,Nuclear
stfu complete griefer,0.99,Nuclear
neck complete griefer,0.98,Nuclear
genuinely iron kid,0.97,Nuclear
massive bronze feeder,0.98,Nuclear
clueless tourist,0.97,Nuclear
logoff genuinely tourist,0.98,Nuclear
complete cringe npc,0.97,Nuclear
stfu toxic tourist,0.99,Nuclear
stfu massive trash,0.98,Nuclear
utter griefing scrub,0.98,Nuclear
rope literal scrub,0.98,Nuclear
kys pure trash,0.99,Nuclear
altf4 literal bot,0.98,Nuclear
quit holy tourist,0.98,Nuclear
genuinely cringe scrub,0.97,Nuclear
complete hardstuck shitter,0.97,Nuclear
holy hardstuck tourist,0.98,Nuclear
neck toxic random,0.98,Nuclear
actual washed bot,0.98,Nuclear
leave massive thrower,0.98,Nuclear
massive washed npc,0.98,Nuclear
toxic carried trash,0.99,Nuclear
fucking trolling noob,0.99,Nuclear
dodge genuinely inter,0.99,Nuclear
clueless bot,0.97,Nuclear
neck massive shitter,0.97,Nuclear
complete iron bot,0.99,Nuclear
rope utter noob,0.99,Nuclear
literal carried kid,0.99,Nuclear
pure helpless npc,0.99,Nuclear
logoff absolute kid,0.99,Nuclear
genuinely delusional casual,0.99,Nuclear
dodge massive random,0.99,Nuclear
ff genuinely noob,0.97,Nuclear
toxic trolling feeder,0.99,Nuclear
ff complete shitter,0.97,Nuclear
logoff pure trash,0.97,Nuclear
pure dogshit trash,0.99,Nuclear
holy delusional random,0.97,Nuclear
genuinely iron scrub,0.97,Nuclear
kys holy thrower,0.98,Nuclear
pure delusional thrower,0.98,Nuclear
absolute clueless thrower,0.97,Nuclear
complete boosted bot,0.97,Nuclear
quit actual noob,0.98,Nuclear
massive iron noob,0.99,Nuclear
actual carried tourist,0.98,Nuclear
actual sweaty scrub,0.97,Nuclear
dodge fucking griefer,0.98,Nuclear
stfu absolute tourist,0.99,Nuclear
leave holy bot,0.99,Nuclear
pure hardstuck kid,0.99,Nuclear
complete dogshit noob,0.99,Nuclear
leave pure scrub,0.99,Nuclear
bronze casual,0.99,Nuclear
genuinely griefing scrub,0.99,Nuclear
kys fucking noob,0.97,Nuclear
absolute delusional tourist,0.99,Nuclear
stfu holy casual,0.98,Nuclear
massive clueless inter,0.99,Nuclear
absolute sweaty noob,0.98,Nuclear
fucking iron npc,0.97,Nuclear
logoff toxic npc,0.99,Nuclear
stfu fucking shitter,0.98,Nuclear
actual braindead shitter,0.99,Nuclear
stfu toxic shitter,0.99,Nuclear
uninstall absolute feeder,0.97,Nuclear
delete trash,0.97,Nuclear
genuinely carried griefer,0.98,Nuclear
genuinely washed scrub,0.97,Nuclear
massive griefing trash,0.99,Nuclear
fucking helpless tourist,0.98,Nuclear
genuinely iron noob,0.97,Nuclear
complete cringe noob,0.98,Nuclear
fucking dogshit griefer,0.99,Nuclear
logoff literal inter,0.99,Nuclear
fucking iron tourist,0.97,Nuclear
quit toxic animal,0.97,Nuclear
toxic hardstuck inter,0.99,Nuclear
holy clueless kid,0.99,Nuclear
massive useless shitter,0.97,Nuclear
pure bronze smurf,0.99,Nuclear
logoff genuinely scrub,0.98,Nuclear
holy dogshit feeder,0.99,Nuclear
logoff random,0.98,Nuclear
stfu pure shitter,0.99,Nuclear
delete pure shitter,0.97,Nuclear
boosted griefer,0.97,Nuclear
holy sweaty thrower,0.98,Nuclear
ff fucking random,0.99,Nuclear
logoff casual,0.97,Nuclear
holy sweaty inter,0.97,Nuclear
toxic hardstuck scrub,0.99,Nuclear
kys holy smurf,0.99,Nuclear
altf4 smurf,0.98,Nuclear
iron smurf,0.98,Nuclear
uninstall feeder,0.99,Nuclear
delete utter scrub,0.98,Nuclear
stfu actual npc,0.97,Nuclear
rope absolute kid,0.99,Nuclear
actual cringe scrub,0.98,Nuclear
utter cringe kid,0.97,Nuclear
dodge genuinely casual,0.97,Nuclear
absolute unranked feeder,0.98,Nuclear
holy hardstuck scrub,0.97,Nuclear
rope literal trash,0.97,Nuclear
absolute iron tourist,0.97,Nuclear
holy washed animal,0.98,Nuclear
holy unranked griefer,0.97,Nuclear
actual useless feeder,0.99,Nuclear
altf4 genuinely animal,0.97,Nuclear
neck massive npc,0.98,Nuclear
genuinely useless feeder,0.99,Nuclear
leave absolute scrub,0.97,Nuclear
logoff absolute inter,0.98,Nuclear
neck holy tourist,0.98,Nuclear
utter cringe casual,0.97,Nuclear
rope utter scrub,0.98,Nuclear
quit massive bot,0.99,Nuclear
absolute griefing kid,0.97,Nuclear
utter braindead griefer,0.97,Nuclear
ff complete noob,0.99,Nuclear
complete unranked random,0.98,Nuclear
uninstall literal kid,0.98,Nuclear
pure delusional smurf,0.97,Nuclear
literal carried casual,0.98,Nuclear
pure trolling animal,0.99,Nuclear
rope holy casual,0.99,Nuclear
altf4 pure thrower,0.97,Nuclear
holy carried trash,0.99,Nuclear
kys npc,0.97,Nuclear
ff literal bot,0.98,Nuclear
uninstall fucking smurf,0.98,Nuclear
rope complete smurf,0.99,Nuclear
unranked kid,0.98,Nuclear
leave actual feeder,0.98,Nuclear
utter cringe noob,0.97,Nuclear
dodge actual scrub,0.97,Nuclear
pure sweaty tourist,0.97,Nuclear
fucking unranked thrower,0.99,Nuclear
fucking trolling thrower,0.99,Nuclear
dodge utter trash,0.99,Nuclear
stfu inter,0.98,Nuclear
utter boosted scrub,0.98,Nuclear
logoff holy scrub,0.99,Nuclear
massive carried shitter,0.99,Nuclear
utter useless thrower,0.98,Nuclear
holy boosted noob,0.99,Nuclear
logoff utter shitter,0.98,Nuclear
logoff fucking smurf,0.99,Nuclear
toxic useless npc,0.98,Nuclear
rope actual thrower,0.98,Nuclear
absolute cringe tourist,0.98,Nuclear
rope utter tourist,0.98,Nuclear
altf4 pure shitter,0.99,Nuclear
complete cringe thrower,0.97,Nuclear
uninstall absolute noob,0.98,Nuclear
actual hardstuck kid,0.97,Nuclear
pure braindead animal,0.98,Nuclear
literal iron thrower,0.99,Nuclear
holy griefing tourist,0.99,Nuclear
unranked tourist,0.97,Nuclear
rope holy shitter,0.99,Nuclear
genuinely braindead scrub,0.97,Nuclear
kys actual npc,0.97,Nuclear
massive dogshit bot,0.99,Nuclear
literal delusional shitter,0.98,Nuclear
fucking sweaty kid,0.98,Nuclear
fucking sweaty tourist,0.97,Nuclear
dodge actual thrower,0.98,Nuclear
literal hardstuck bot,0.97,Nuclear
leave pure noob,0.99,Nuclear
dodge fucking inter,0.99,Nuclear
logoff literal noob,0.99,Nuclear
utter iron casual,0.97,Nuclear
pure griefing smurf,0.97,Nuclear
literal braindead kid,0.99,Nuclear
altf4 pure noob,0.99,Nuclear
kys holy bot,0.97,Nuclear
fucking trolling npc,0.99,Nuclear
actual sweaty tourist,0.97,Nuclear
massive delusional animal,0.97,Nuclear
complete bronze shitter,0.99,Nuclear
holy helpless trash,0.99,Nuclear
absolute braindead animal,0.99,Nuclear
stfu holy kid,0.99,Nuclear
delete absolute feeder,0.97,Nuclear
actual iron smurf,0.98,Nuclear
dodge utter griefer,0.98,Nuclear
pure delusional bot,0.97,Nuclear
carried bot,0.99,Nuclear
altf4 absolute trash,0.97,Nuclear
fucking sweaty scrub,0.99,Nuclear
stfu holy inter,0.97,Nuclear
uninstall holy griefer,0.99,Nuclear
stfu massive griefer,0.97,Nuclear
massive carried trash,0.98,Nuclear
genuinely washed npc,0.97,Nuclear
quit fucking casual,0.99,Nuclear
genuinely hardstuck animal,0.98,Nuclear
complete washed bot,0.97,Nuclear
quit complete griefer,0.97,Nuclear
complete helpless trash,0.99,Nuclear
literal trolling scrub,0.99,Nuclear
literal boosted trash,0.97,Nuclear
ff massive kid,0.98,Nuclear
stfu utter npc,0.99,Nuclear
actual helpless feeder,0.98,Nuclear
rope actual griefer,0.97,Nuclear
leave absolute random,0.97,Nuclear
kys noob,0.99,Nuclear
massive unranked trash,0.97,Nuclear
logoff trash,0.98,Nuclear
fucking hardstuck npc,0.99,Nuclear
genuinely washed bot,0.98,Nuclear
massive cringe thrower,0.98,Nuclear
dogshit kid,0.99,Nuclear
literal boosted kid,0.97,Nuclear
leave literal npc,0.98,Nuclear
genuinely cringe inter,0.97,Nuclear
delete absolute trash,0.99,Nuclear
literal unranked inter,0.97,Nuclear
logoff fucking random,0.98,Nuclear
absolute griefing casual,0.98,Nuclear
complete dogshit griefer,0.98,Nuclear
rope fucking smurf,0.97,Nuclear
genuinely unranked npc,0.97,Nuclear
quit literal kid,0.97,Nuclear
holy bronze thrower,0.97,Nuclear
literal delusional trash,0.98,Nuclear
delete griefer,0.98,Nuclear
genuinely useless inter,0.97,Nuclear
massive griefing scrub,0.98,Nuclear
utter delusional inter,0.99,Nuclear
literal griefing npc,0.97,Nuclear
delete fucking griefer,0.99,Nuclear
stfu absolute casual,0.99,Nuclear
kys massive casual,0.98,Nuclear
toxic iron kid,0.99,Nuclear
delete actual random,0.97,Nuclear
fucking sweaty noob,0.99,Nuclear
ff toxic animal,0.99,Nuclear
massive trolling bot,0.97,Nuclear
absolute sweaty tourist,0.97,Nuclear
kys holy npc,0.99,Nuclear
literal cringe scrub,0.99,Nuclear
massive hardstuck kid,0.97,Nuclear
leave actual npc,0.97,Nuclear
absolute carried animal,0.97,Nuclear
neck toxic noob,0.99,Nuclear
massive cringe smurf,0.97,Nuclear
kys holy animal,0.99,Nuclear
complete delusional shitter,0.99,Nuclear
toxic washed kid,0.97,Nuclear
delete fucking thrower,0.98,Nuclear
neck toxic animal,0.98,Nuclear
altf4 toxic trash,0.99,Nuclear
leave pure thrower,0.97,Nuclear
complete clueless shitter,0.99,Nuclear
literal bronze shitter,0.99,Nuclear
holy clueless animal,0.99,Nuclear
literal cringe random,0.98,Nuclear
holy unranked bot,0.99,Nuclear
massive helpless shitter,0.98,Nuclear
quit complete scrub,0.99,Nuclear
logoff toxic tourist,0.99,Nuclear
toxic useless feeder,0.99,Nuclear
utter helpless scrub,0.99,Nuclear
genuinely trolling bot,0.99,Nuclear
toxic helpless animal,0.97,Nuclear
toxic clueless scrub,0.97,Nuclear
uninstall genuinely smurf,0.97,Nuclear
altf4 absolute griefer,0.98,Nuclear
logoff utter bot,0.98,Nuclear
actual carried shitter,0.98,Nuclear
actual clueless noob,0.98,Nuclear
stfu actual shitter,0.98,Nuclear
literal washed trash,0.99,Nuclear
holy carried feeder,0.99,Nuclear
altf4 fucking tourist,0.97,Nuclear
rope trash,0.99,Nuclear
holy bronze kid,0.97,Nuclear
fucking cringe scrub,0.99,Nuclear
pure boosted shitter,0.99,Nuclear
delete pure bot,0.98,Nuclear
iron thrower,0.99,Nuclear
delete complete npc,0.98,Nuclear
pure boosted scrub,0.99,Nuclear
uninstall scrub,0.97,Nuclear
toxic trolling kid,0.99,Nuclear
holy sweaty tourist,0.99,Nuclear
complete unranked feeder,0.98,Nuclear
uninstall literal trash,0.98,Nuclear
genuinely hardstuck shitter,0.97,Nuclear
holy trolling shitter,0.97,Nuclear
iron feeder,0.98,Nuclear
holy cringe shitter,0.97,Nuclear
massive delusional scrub,0.99,Nuclear
ff trash,0.99,Nuclear
holy braindead trash,0.98,Nuclear
rope toxic noob,0.98,Nuclear
stfu massive animal,0.98,Nuclear
holy boosted feeder,0.98,Nuclear
complete bronze npc,0.99,Nuclear
leave toxic npc,0.97,Nuclear
pure boosted noob,0.98,Nuclear
leave holy scrub,0.99,Nuclear
ff utter random,0.99,Nuclear
pure bronze casual,0.97,Nuclear
pure helpless trash,0.97,Nuclear
neck holy thrower,0.99,Nuclear
fucking bronze griefer,0.97,Nuclear
altf4 genuinely thrower,0.97,Nuclear
rope utter feeder,0.99,Nuclear
quit massive scrub,0.97,Nuclear
altf4 toxic feeder,0.97,Nuclear
logoff complete bot,0.99,Nuclear
rope toxic feeder,0.98,Nuclear
altf4 pure feeder,0.98,Nuclear
toxic sweaty inter,0.98,Nuclear
neck complete kid,0.97,Nuclear
genuinely unranked shitter,0.99,Nuclear
rope genuinely scrub,0.97,Nuclear
literal hardstuck scrub,0.97,Nuclear
literal hardstuck griefer,0.97,Nuclear
genuinely trolling animal,0.97,Nuclear
stfu genuinely thrower,0.97,Nuclear
neck absolute bot,0.99,Nuclear
literal iron feeder,0.97,Nuclear
genuinely useless thrower,0.99,Nuclear
stfu genuinely kid,0.99,Nuclear
holy dogshit bot,0.99,Nuclear
stfu feeder,0.99,Nuclear
hardstuck tourist,0.98,Nuclear
ff genuinely bot,0.97,Nuclear
literal carried bot,0.97,Nuclear
uninstall massive bot,0.99,Nuclear
stfu casual,0.97,Nuclear
uninstall literal scrub,0.98,Nuclear
fucking griefing shitter,0.97,Nuclear
washed scrub,0.98,Nuclear
toxic cringe casual,0.98,Nuclear
altf4 complete shitter,0.97,Nuclear
genuinely sweaty kid,0.98,Nuclear
washed casual,0.97,Nuclear
actual braindead feeder,0.97,Nuclear
sweaty animal,0.98,Nuclear
literal carried shitter,0.98,Nuclear
utter hardstuck animal,0.99,Nuclear
holy trolling kid,0.98,Nuclear
actual dogshit npc,0.99,Nuclear
toxic delusional feeder,0.99,Nuclear
leave actual animal,0.98,Nuclear
dodge absolute tourist,0.99,Nuclear
stfu fucking bot,0.98,Nuclear
massive hardstuck smurf,0.99,Nuclear
delete absolute kid,0.99,Nuclear
quit genuinely feeder,0.98,Nuclear
toxic dogshit casual,0.97,Nuclear
logoff utter feeder,0.99,Nuclear
massive braindead griefer,0.98,Nuclear
absolute cringe noob,0.99,Nuclear
stfu literal casual,0.97,Nuclear
ff shitter,0.99,Nuclear
pure sweaty noob,0.98,Nuclear
massive hardstuck bot,0.98,Nuclear
ff utter smurf,0.98,Nuclear
pure boosted griefer,0.98,Nuclear
absolute braindead tourist,0.98,Nuclear
neck feeder,0.98,Nuclear
dodge holy smurf,0.97,Nuclear
absolute iron bot,0.98,Nuclear
toxic carried thrower,0.98,Nuclear
massive iron bot,0.98,Nuclear
kys complete random,0.99,Nuclear
ff toxic scrub,0.99,Nuclear
fucking delusional griefer,0.99,Nuclear
holy useless feeder,0.99,Nuclear
delete absolute inter,0.98,Nuclear
pure helpless noob,0.99,Nuclear
absolute washed thrower,0.98,Nuclear
toxic cringe griefer,0.99,Nuclear
holy sweaty shitter,0.98,Nuclear
logoff literal animal,0.99,Nuclear
genuinely hardstuck thrower,0.98,Nuclear
kys fucking casual,0.98,Nuclear
absolute delusional inter,0.97,Nuclear
complete delusional inter,0.99,Nuclear
actual unranked bot,0.98,Nuclear
absolute unranked npc,0.98,Nuclear
dodge pure animal,0.98,Nuclear
actual cringe inter,0.99,Nuclear
leave toxic scrub,0.97,Nuclear
rope fucking animal,0.98,Nuclear
toxic bronze thrower,0.99,Nuclear
logoff complete casual,0.99,Nuclear
absolute braindead inter,0.97,Nuclear
holy cringe thrower,0.98,Nuclear
holy hardstuck animal,0.97,Nuclear
quit actual tourist,0.98,Nuclear
dodge pure casual,0.98,Nuclear
ff utter animal,0.99,Nuclear
fucking bronze thrower,0.99,Nuclear
logoff inter,0.97,Nuclear
altf4 massive griefer,0.97,Nuclear
uninstall animal,0.98,Nuclear
absolute cringe inter,0.99,Nuclear
massive sweaty npc,0.98,Nuclear
dodge scrub,0.98,Nuclear
uninstall holy inter,0.99,Nuclear
leave holy npc,0.99,Nuclear
quit complete feeder,0.98,Nuclear
dodge fucking animal,0.97,Nuclear
kys pure thrower,0.97,Nuclear
delete genuinely griefer,0.98,Nuclear
massive delusional shitter,0.99,Nuclear
massive sweaty shitter,0.98,Nuclear
toxic clueless casual,0.98,Nuclear
dodge toxic griefer,0.97,Nuclear
fucking helpless thrower,0.99,Nuclear
complete bronze smurf,0.97,Nuclear
pure useless kid,0.97,Nuclear
neck complete inter,0.99,Nuclear
actual carried npc,0.97,Nuclear
holy useless random,0.97,Nuclear
carried inter,0.99,Nuclear
utter helpless feeder,0.98,Nuclear
complete cringe animal,0.97,Nuclear
utter sweaty bot,0.98,Nuclear
neck literal tourist,0.99,Nuclear
kys actual tourist,0.97,Nuclear
ff massive griefer,0.99,Nuclear
altf4 complete noob,0.97,Nuclear
boosted feeder,0.97,Nuclear
utter bronze kid,0.97,Nuclear
logoff massive kid,0.98,Nuclear
ff fucking bot,0.97,Nuclear
altf4 absolute kid,0.97,Nuclear
actual cringe random,0.99,Nuclear
fucking delusional tourist,0.99,Nuclear
sweaty tourist,0.97,Nuclear
genuinely dogshit feeder,0.97,Nuclear
neck toxic smurf,0.97,Nuclear
actual dogshit smurf,0.97,Nuclear
utter bronze trash,0.99,Nuclear
toxic bronze feeder,0.98,Nuclear
complete iron trash,0.97,Nuclear
pure unranked shitter,0.97,Nuclear
literal clueless kid,0.99,Nuclear
altf4 shitter,0.99,Nuclear
cringe random,0.97,Nuclear
toxic delusional animal,0.98,Nuclear
hardstuck noob,0.99,Nuclear
ff complete casual,0.99,Nuclear
logoff complete shitter,0.98,Nuclear
literal braindead tourist,0.97,Nuclear
rope absolute animal,0.98,Nuclear
ff massive thrower,0.99,Nuclear
dodge complete smurf,0.98,Nuclear
massive sweaty animal,0.99,Nuclear
pure griefing feeder,0.99,Nuclear
toxic clueless random,0.97,Nuclear
dodge massive tourist,0.98,Nuclear
holy braindead shitter,0.99,Nuclear
holy carried npc,0.98,Nuclear
stfu utter scrub,0.98,Nuclear
