Content,Score,Category
"washed kid",0.97,Nuclear
"f-u-c-k trash",0.98,Nuclear
"ggs moron",0.97,Nuclear
"fvcking gg next pussy",0.97,Nuclear
"disgusting awful",0.97,Nuclear
"unreal cant anymore dog",0.98,Nuclear
"quit im out",0.97,Nuclear
"fker exhausting noob",0.97,Nuclear
"fkng fuck",0.99,Nuclear
"get out stop",0.99,Nuclear
"get cancer fkk shut it down",0.98,Nuclear
"log off",0.98,Nuclear
"f k i n g omfg",0.99,Nuclear
"cry more damn",0.97,Nuclear
"neck urself end it all",0.97,Nuclear
"actual omfg waste",0.98,Nuclear
"awful ape",0.98,Nuclear
"touch grass disgusting",0.97,Nuclear
"log off fok useless",0.98,Nuclear
"quit pull the plug",0.99,Nuclear
"f.u.c.k im gone loser",0.98,Nuclear
"alt f4 horseshit cant take it",0.98,Nuclear
"f u c k i n g ridiculous griefer",0.99,Nuclear
"shut it down",0.97,Nuclear
"get out uninstalling",0.98,Nuclear
"fvck damn kid",0.99,Nuclear
"miserable moron",0.97,Nuclear
"had enough ape",0.99,Nuclear
"walking away imbecile",0.98,Nuclear
"stfu done for",0.98,Nuclear
"seethe fukk wild",0.99,Nuclear
"disgusting had enough trash",0.98,Nuclear
"seethe f _u_ck chalked",0.98,Nuclear
"useless horrible",0.99,Nuclear
"wack",0.97,Nuclear
"go next f*cking meaningless",0.98,Nuclear
"fvck unlucky bot",0.98,Nuclear
"delete game f -u c-k useless",0.99,Nuclear
"delusional end",0.97,Nuclear
"actual useless",0.98,Nuclear
"hell bastard",0.97,Nuclear
"dodge brainless unlucky",0.98,Nuclear
"quit mfing omfg",0.97,Nuclear
"f _u_ck its over",0.99,Nuclear
"cant anymore whore",0.98,Nuclear
"toxic troll",0.99,Nuclear
"touch grass bullshit insane",0.97,Nuclear
"worthless washed",0.98,Nuclear
"cry more fker peace out",0.99,Nuclear
"fkng trolling",0.98,Nuclear
"f*cking braindead",0.98,Nuclear
"shutup useless why",0.98,Nuclear
"im out",0.98,Nuclear
"mfing checking out",0.99,Nuclear
"tragic random",0.99,Nuclear
"fckn shut it down",0.97,Nuclear
"pathetic why prick",0.98,Nuclear
"f**k im out",0.99,Nuclear
"stfu f_cking ggs",0.98,Nuclear
"unreal troll freak",0.98,Nuclear
"fuck ape",0.97,Nuclear
"end it all dick",0.99,Nuclear
"unlucky",0.99,Nuclear
"brainless stop slut",0.98,Nuclear
"phuck useless",0.99,Nuclear
"touch grass absolute stop",0.98,Nuclear
"washed tumor",0.98,Nuclear
"trashy cant take it",0.99,Nuclear
"disgusting subhuman",0.98,Nuclear
"fckn worst hardstuck",0.98,Nuclear
"disgusting useless",0.99,Nuclear
"done for autist",0.97,Nuclear
"uninstall fkng toxic",0.99,Nuclear
"make it stop",0.98,Nuclear
"fucked its over",0.98,Nuclear
"uninstall give up",0.97,Nuclear
"leave chalked",0.99,Nuclear
"cancerous logging out griefer",0.98,Nuclear
"omfg mong",0.98,Nuclear
"actual gg cancer",0.98,Nuclear
"f**k dammit dog",0.99,Nuclear
"phucking chalked bot",0.98,Nuclear
"braindead wild freak",0.98,Nuclear
"f u c k just end",0.98,Nuclear
"choke fckn had enough",0.99,Nuclear
"log off vile ggs",0.98,Nuclear
"drop dead shut it down",0.99,Nuclear
"quit fukk sht",0.98,Nuclear
"hell subhuman",0.97,Nuclear
"bs bronze",0.99,Nuclear
"alt f4 hell",0.97,Nuclear
"kys please",0.98,Nuclear
"seethe fck",0.98,Nuclear
"kys logging out",0.97,Nuclear
"fuck insane slut",0.97,Nuclear
"literal hell pussy",0.97,Nuclear
"shutup absolute braindead",0.97,Nuclear
"shut up f-k-i-n-g im retiring",0.99,Nuclear
"f-k-i-n-g trolling imbecile",0.97,Nuclear
"fucker nonsense bronze",0.98,Nuclear
"mentally ill awful",0.97,Nuclear
"bullshit gg",0.98,Nuclear
"seethe disgusting crap",0.98,Nuclear
"seethe bruh",0.98,Nuclear
"disgusting cant anymore freak",0.97,Nuclear
"shutup give up",0.98,Nuclear
"just end",0.99,Nuclear
"sit done for",0.99,Nuclear
"fckng dead waste",0.99,Nuclear
"fckng gg",0.98,Nuclear
"fookin walking away cancer",0.99,Nuclear
"f_u_c_k useless clown",0.98,Nuclear
"stfu chalked",0.97,Nuclear
"vile sht prick",0.97,Nuclear
"brainless ggs bot",0.98,Nuclear
"worthless miserable",0.97,Nuclear
"uninstall pull the plug",0.98,Nuclear
"wrap it up dick",0.99,Nuclear
"leave fck braindead",0.97,Nuclear
"gtfo dogshit give up",0.98,Nuclear
"kys fook gg",0.98,Nuclear
"absolute done subhuman",0.97,Nuclear
"log off fckn im out",0.98,Nuclear
"im leaving slut",0.98,Nuclear
"f**king checking out troll",0.98,Nuclear
"im done",0.97,Nuclear
"wrap it up subhuman",0.98,Nuclear
"garbage",0.99,Nuclear
"worthless worst",0.97,Nuclear
"leave f_ck im gone",0.99,Nuclear
"fkk tilted npc",0.99,Nuclear
"get out motherfucking crazy",0.97,Nuclear
"cry more mfing please",0.99,Nuclear
"pathetic had enough",0.99,Nuclear
"drop dead fukk cooked",0.99,Nuclear
"plz quit phucking logging out",0.98,Nuclear
"get cancer phuck cant anymore",0.98,Nuclear
"f.u.c.k over pussy",0.98,Nuclear
"done waste",0.99,Nuclear
"fckn finished",0.98,Nuclear
"im out bitch",0.98,Nuclear
"sit fookin pathetic",0.99,Nuclear
"hell",0.97,Nuclear
"absolute tilted autist",0.97,Nuclear
"seethe unreal washed",0.98,Nuclear
"dogshit cant take it",0.99,Nuclear
"fucked insane",0.99,Nuclear
"shitty ggs garbage",0.98,Nuclear
"insane give up dick",0.99,Nuclear
"cope fck",0.99,Nuclear
"kill urself brainless meaningless",0.98,Nuclear
"insane i give up garbage",0.98,Nuclear
"f _u_ck damn noob",0.98,Nuclear
"bs trash",0.99,Nuclear
"fuking please random",0.98,Nuclear
"f u c k pathetic garbage",0.97,Nuclear
"pathetic trash",0.97,Nuclear
"plz quit unreal pull the plug",0.98,Nuclear
"fck fuck bronze",0.98,Nuclear
"checking out iron",0.98,Nuclear
"f_cking give up freak",0.99,Nuclear
"leave f**king washed",0.99,Nuclear
"ff actual crap",0.99,Nuclear
"ff braindead",0.98,Nuclear
"end",0.98,Nuclear
"log off broken",0.99,Nuclear
"wrap it up griefer",0.97,Nuclear
"wack retard",0.97,Nuclear
"f _u_ck pointless pussy",0.99,Nuclear
"f-k-i-n-g wack",0.97,Nuclear
"worthless fck braindead",0.99,Nuclear
"braindead im quitting waste",0.98,Nuclear
"fkng garbage bozo",0.97,Nuclear
"cry more f-u-c-k tilt",0.97,Nuclear
"f**k stop",0.98,Nuclear
"literal im quitting",0.97,Nuclear
"phuck done clown",0.98,Nuclear
"get cancer insane",0.97,Nuclear
"cope disgusting deleting",0.99,Nuclear
"neck urself fker bullshit",0.98,Nuclear
"braindead",0.99,Nuclear
"quit trashy joke",0.98,Nuclear
"f -u c-k washed",0.98,Nuclear
"fcking horrible dog",0.99,Nuclear
"delete game f-k-i-n-g gg next",0.98,Nuclear
"drop dead garbage",0.99,Nuclear
"choke phucking fck",0.98,Nuclear
"end it all npc",0.98,Nuclear
"cringe im out freak",0.98,Nuclear
"seethe trashy bruh",0.97,Nuclear
"fckng sht",0.97,Nuclear
"alt f4 f*cking uninstalling",0.97,Nuclear
"fck",0.98,Nuclear
"fuck ridiculous",0.98,Nuclear
"fking braindead",0.98,Nuclear
"kys troll",0.99,Nuclear
"fkng horrible npc",0.98,Nuclear
"delete game wtf",0.98,Nuclear
"cancerous end moron",0.99,Nuclear
"useless ggs braindead",0.98,Nuclear
"im quitting subhuman",0.97,Nuclear
"pathetic uninstalling bitch",0.98,Nuclear
"checking out",0.97,Nuclear
"useless disgusting clown",0.97,Nuclear
"f_u_c_k pointless",0.99,Nuclear
"trashy chalked",0.98,Nuclear
"go next worst",0.98,Nuclear
"uninstall why",0.97,Nuclear
"just end griefer",0.97,Nuclear
"mfing end it all",0.97,Nuclear
"its over slut",0.97,Nuclear
"go fck hell cancer",0.98,Nuclear
"get out fcked washed",0.99,Nuclear
"gg",0.98,Nuclear
"neck urself fkk checking out",0.99,Nuclear
"fuk tragic",0.98,Nuclear
"alt f4 phucking pointless",0.98,Nuclear
"fkk logging out tumor",0.98,Nuclear
"uninstall fuck",0.98,Nuclear
"crap slut",0.98,Nuclear
"fckn omfg",0.98,Nuclear
"give up npc",0.98,Nuclear
"useless done",0.98,Nuclear
"delete game please",0.97,Nuclear
"trashy horrible",0.98,Nuclear
"f**k washed hardstuck",0.98,Nuclear
"neck urself pathetic chalked",0.97,Nuclear
"drop dead fuking tilted",0.99,Nuclear
"choke fckng checking out",0.97,Nuclear
"horseshit tilt",0.97,Nuclear
"ff worthless washed",0.98,Nuclear
"its over bot",0.97,Nuclear
"neck urself pathetic tilted",0.97,Nuclear
"deleting",0.98,Nuclear
"cry more disgusting done for",0.99,Nuclear
"its over garbage",0.97,Nuclear
"leave deleting",0.98,Nuclear
"plz quit fuk uninstalling",0.97,Nuclear
"fcking finished waste",0.98,Nuclear
"drop dead f u c k i n g broken",0.99,Nuclear
"log off fker trash",0.98,Nuclear
"fucked trash",0.97,Nuclear
"shut up trash",0.99,Nuclear
"shutup fukk wtf",0.99,Nuclear
"alt f4 fker exhausting",0.98,Nuclear
"fker damn",0.98,Nuclear
"uninstalling bot",0.97,Nuclear
"dodge walking away",0.98,Nuclear
"f -u c-k troll clown",0.97,Nuclear
"horseshit tilted dog",0.99,Nuclear
"stfu f*ck done",0.98,Nuclear
"log off phuck wtf",0.99,Nuclear
"fvck chalked",0.97,Nuclear
"fukking fuck slut",0.99,Nuclear
"f_cking washed bastard",0.98,Nuclear
"shut up dammit",0.98,Nuclear
"fuking unlucky",0.98,Nuclear
"f**k insane slut",0.97,Nuclear
"bs imbecile",0.98,Nuclear
"quit fok tilt",0.97,Nuclear
"pathetic horrible bitch",0.99,Nuclear
"delete game tragic",0.97,Nuclear
"useless cancer",0.97,Nuclear
"fckng chalked",0.98,Nuclear
"seethe vile chalked",0.97,Nuclear
"delete game horseshit terrible",0.98,Nuclear
"done random",0.97,Nuclear
"seethe useless shit",0.98,Nuclear
"fckn crap prick",0.98,Nuclear
"uninstall bullshit stop",0.98,Nuclear
"checking out hardstuck",0.97,Nuclear
"literal dammit",0.98,Nuclear
"plz quit exhausting",0.97,Nuclear
"ridiculous npc",0.97,Nuclear
"kill urself fck trolling",0.98,Nuclear
"get out fok insane",0.97,Nuclear
"trashy had enough clown",0.98,Nuclear
"leave lmao",0.99,Nuclear
"get out exhausting",0.98,Nuclear
"disgusting ridiculous bastard",0.99,Nuclear
"pointless freak",0.99,Nuclear
"mfing miserable waste",0.98,Nuclear
"f _u_ck over",0.97,Nuclear
"insane gg next",0.97,Nuclear
"insane insane",0.98,Nuclear
"omfg",0.99,Nuclear
"fuking dammit imbecile",0.97,Nuclear
"literal crap",0.99,Nuclear
"done for animal",0.99,Nuclear
"useless slut",0.98,Nuclear
"uninstall disgusting log off",0.97,Nuclear
"fcked shit",0.98,Nuclear
"f.u.c.k give up",0.99,Nuclear
"shutup f _u_ck cooked",0.99,Nuclear
"fuking checking out",0.98,Nuclear
"cry more delusional washed",0.98,Nuclear
"cope fuk ridiculous",0.99,Nuclear
"seethe toxic",0.98,Nuclear
"ggs ape",0.99,Nuclear
"useless cooked waste",0.99,Nuclear
"trashy logging out bastard",0.98,Nuclear
"end dick",0.98,Nuclear
"nonsense hardstuck",0.98,Nuclear
"delete game joke",0.97,Nuclear
"disgusting waste",0.97,Nuclear
"f k i n g no more",0.98,Nuclear
"fking peace out feeder",0.97,Nuclear
"get out f.u.c.k disgusting",0.97,Nuclear
"fkng garbage",0.98,Nuclear
"cooked slut",0.98,Nuclear
"im leaving mong",0.97,Nuclear
"cringe wrap it up griefer",0.98,Nuclear
"trashy i give up freak",0.98,Nuclear
"gtfo braindead deleting",0.98,Nuclear
"fcking terrible",0.98,Nuclear
"cope im done",0.98,Nuclear
"phuck troll animal",0.99,Nuclear
"malding hardstuck",0.98,Nuclear
"bruh mong",0.98,Nuclear
"vile disgusting bozo",0.98,Nuclear
"ff cant take it",0.97,Nuclear
"plz quit mentally ill its over",0.99,Nuclear
"get out useless pathetic",0.98,Nuclear
"choke phucking done for",0.98,Nuclear
"please",0.98,Nuclear
"f*cking cooked bronze",0.98,Nuclear
"phuck tragic shitter",0.98,Nuclear
"f _u_ck tilt",0.99,Nuclear
"fucking gg next waste",0.97,Nuclear
"fucked im retiring",0.98,Nuclear
"bullshit walking away",0.98,Nuclear
"im done bot",0.97,Nuclear
"cry more go fck stepping away",0.97,Nuclear
"mfing lmao scum",0.99,Nuclear
"f -u c-k insane animal",0.98,Nuclear
"fvck walking away loser",0.98,Nuclear
"fucking cooked",0.98,Nuclear
"delete game fookin im gone",0.98,Nuclear
"gtfo f_cking please",0.98,Nuclear
"go next meaningless",0.98,Nuclear
"chalked random",0.98,Nuclear
"phuck gg next",0.98,Nuclear
"f -u c-k wild bastard",0.98,Nuclear
"trolling",0.98,Nuclear
"cant anymore npc",0.97,Nuclear
"motherfucking had enough",0.98,Nuclear
"choke fok ggs",0.97,Nuclear
"quit cringe shit",0.99,Nuclear
"log off fuck crap",0.97,Nuclear
"disgusting idiot",0.99,Nuclear
"cringe please garbage",0.98,Nuclear
"fckng washed",0.98,Nuclear
"fok ridiculous ape",0.97,Nuclear
"shitty nonsense",0.97,Nuclear
"useless trolling",0.97,Nuclear
"f**k insane",0.99,Nuclear
"dodge fook braindead",0.97,Nuclear
"cancerous walking away tumor",0.98,Nuclear
"insane lmao subhuman",0.97,Nuclear
"chalked bastard",0.99,Nuclear
"cant anymore imbecile",0.98,Nuclear
"mfing ggs",0.99,Nuclear
"f*cking done",0.98,Nuclear
"useless prick",0.98,Nuclear
"fukk toxic",0.98,Nuclear
"damn",0.99,Nuclear
"f_cking broken autist",0.99,Nuclear
"kys shut it down",0.98,Nuclear
"i give up slut",0.97,Nuclear
"neck urself mfing end it all",0.99,Nuclear
"fuking sht dog",0.97,Nuclear
"cope fckng dammit",0.99,Nuclear
"kill urself f -u c-k pull the plug",0.99,Nuclear
"sit f _u_ck cant take it",0.98,Nuclear
"phucking fuck scum",0.97,Nuclear
"go next cant anymore",0.98,Nuclear
"sit dogshit why",0.99,Nuclear
"go fck done for random",0.97,Nuclear
"had enough",0.97,Nuclear
"fuking crazy moron",0.97,Nuclear
"quit fck exhausting",0.97,Nuclear
"touch grass wild",0.98,Nuclear
"disgusting shitter",0.97,Nuclear
"horseshit shut it down whore",0.98,Nuclear
"end subhuman",0.99,Nuclear
"literal sht garbage",0.98,Nuclear
"get out fucker crazy",0.97,Nuclear
"f k i n g chalked ape",0.98,Nuclear
"go next fucked tilted",0.97,Nuclear
"shutup fuk im out",0.97,Nuclear
"sit no more",0.98,Nuclear
"go next just end",0.98,Nuclear
"absolute over",0.98,Nuclear
"go next f -u c-k unlucky",0.98,Nuclear
"motherfucking checking out scum",0.97,Nuclear
"f**k just stop",0.98,Nuclear
"lmao dick",0.98,Nuclear
"washed autist",0.98,Nuclear
"quit im leaving",0.98,Nuclear
"touch grass pull the plug",0.98,Nuclear
"mentally ill log off bronze",0.98,Nuclear
"pathetic washed",0.99,Nuclear
"unreal uninstalling freak",0.99,Nuclear
"checking out clown",0.97,Nuclear
"end griefer",0.99,Nuclear
"im out dick",0.97,Nuclear
"phucking tragic",0.98,Nuclear
"cooked npc",0.97,Nuclear
"trashy why",0.99,Nuclear
"bs shitter",0.98,Nuclear
"go next unreal insane",0.99,Nuclear
"log off logging out",0.97,Nuclear
"cancerous done",0.99,Nuclear
"neck urself f k i n g braindead",0.98,Nuclear
"fkk wild scum",0.98,Nuclear
"f.u.c.k dammit",0.98,Nuclear
"f k i n g checking out",0.99,Nuclear
"ff f k i n g ridiculous",0.98,Nuclear
"fcking im retiring",0.98,Nuclear
"fucking tilt bitch",0.99,Nuclear
"shut up mentally ill washed",0.99,Nuclear
"choke fck wrap it up",0.99,Nuclear
"horseshit im done",0.98,Nuclear
"go fck cooked prick",0.97,Nuclear
"cry more f*cking end it all",0.98,Nuclear
"fuking done for kid",0.99,Nuclear
"shutup braindead fuck",0.98,Nuclear
"shutup done",0.98,Nuclear
"exhausting imbecile",0.97,Nuclear
"f**king had enough",0.97,Nuclear
"f u c k i n g disgusting",0.97,Nuclear
"shit troll",0.99,Nuclear
"quit done",0.99,Nuclear
"pull the plug scum",0.98,Nuclear
"log off fukk bruh",0.97,Nuclear
"fok why ape",0.98,Nuclear
"shitty exhausting subhuman",0.98,Nuclear
"f*ck end",0.98,Nuclear
"fking cooked",0.97,Nuclear
"leave peace out",0.98,Nuclear
"miserable idiot",0.98,Nuclear
"kill urself done",0.98,Nuclear
"phuck meaningless cancer",0.98,Nuclear
"ggs noob",0.98,Nuclear
"fookin stop",0.98,Nuclear
"plz quit over",0.97,Nuclear
"get out phucking insane",0.97,Nuclear
"cry more dammit",0.98,Nuclear
"kill urself dead",0.98,Nuclear
"drop dead washed",0.97,Nuclear
"trashy im quitting",0.99,Nuclear
"vile dammit",0.98,Nuclear
"shut it down slut",0.98,Nuclear
"f**king worst",0.97,Nuclear
"f.u.c.k cooked cancer",0.99,Nuclear
"fcking its over",0.99,Nuclear
"stfu f.u.c.k washed",0.97,Nuclear
"get out peace out",0.97,Nuclear
"gtfo vile im quitting",0.99,Nuclear
"cry more im out",0.99,Nuclear
"toxic meaningless dog",0.99,Nuclear
"shut it down prick",0.98,Nuclear
"wtf shitter",0.98,Nuclear
"trashy disgusting bozo",0.99,Nuclear
"disgusting lmao dog",0.97,Nuclear
"get out f-u-c-k just stop",0.98,Nuclear
"fok done for mong",0.97,Nuclear
"quit go fck damn",0.99,Nuclear
"go fck its over",0.98,Nuclear
"f**king gg next",0.97,Nuclear
"shitty tilted",0.98,Nuclear
"kill urself f u c k i n g meaningless",0.98,Nuclear
"f-k-i-n-g cooked",0.98,Nuclear
"actual i give up bronze",0.99,Nuclear
"insane garbage",0.98,Nuclear
"fookin washed",0.98,Nuclear
"give up tumor",0.98,Nuclear
"vile wack pussy",0.98,Nuclear
"f_cking awful",0.99,Nuclear
"go next washed",0.98,Nuclear
"get out fkng over it",0.99,Nuclear
"fcking sht",0.98,Nuclear
"kys fuk joke",0.97,Nuclear
"make it stop cunt",0.99,Nuclear
"gtfo mfing bullshit",0.97,Nuclear
"neck urself f u c k i n g sht",0.97,Nuclear
"phucking im retiring feeder",0.98,Nuclear
"neck urself motherfucking washed",0.99,Nuclear
"go fk im retiring",0.98,Nuclear
"delete game fucked omfg",0.98,Nuclear
"f_cking fck",0.99,Nuclear
