# --- 🔴 CATEGORY 1: Personal Absolute ---
cock sucking nob jokeys,1
cock tease,1
cock-face,1
cock-gobbler,1
cock-head,1
cock-sucker,1
cock-suckers,1
cockboy,1
cockeater,1
cockface,1
cockgobbler,1
cockh3ad,1
cockhead,1
cockheads,1
cockhed,1
cockholster,1
cockless,1
cocklicker,1
cockmonger,1
cockmunch,1
cockmuncher,1
cocksmoker,1
cocksplat,1
cocksuccas,1
cocksuccer,1
cocksuccers,1
cocksuckas,1
cocksucker,1
cocksuckers,1
cocksucking mothafuckers,1
cocksuka,1
cocksukka,1
cocsuck,1
cokmuncher,1
coksucka,1
coolie,1
coon,1
coon1es,1
cooni3s,1
coonie,1
coonies,1
coons,1
cotton picker,1
cr*phead,1
craphead,1
crotch fiddler,1
cuksuker,1
cuksukka,1
cum goon,1
cumdump,1
cumdumpster,1
cumface,1
cumfreak,1
cumguzzler,1
cumquatch,1
cumrag,1
cumslut,1
cumsocket,1
cumstain,1
cumwagon,1
cunt ass,1
cunt licker,1
cuntasaurus rex,1
cuntbag,1
cuntbollock,1
cuntelope,1
cuntface,1
cunthead,1
cuntless,1
cuntlicker,1
cuntlickers,1
cuntness,1
cunty,1
cuntz,1
cuunt,1
d*ckhead,1
d*mbass,1
d*pshit,1
d*uche,1
d*uchebag,1
d*uchecanoe,1
d1ckhead,1
d1ckheads,1
d1cksucker,1
d1cksukka,1
dago,1
darkass,1
darkfuck,1
darkie,1
darkshit,1
darktard,1
darky,1
dick breath,1
dick face,1
dick fucker,1
dick head,1
dick licker,1
dick milker,1
dick nibbler,1
dick smoker,1
dick sucker,1
dick-face,1
dick-gobbler,1
dick-head,1
dickface,1
dickfucker,1
dickhead,1
dickheads,1
dickhole,1
dickjockies,1
dickless,1
dicklicker,1
dickmuncher,1
dickslapper,1
dicksmoker,1
dicksucker,1
dickwad,1
dickweasel,1
dickweed,1
dikhead,1
dingleberries,1
dingleberry,1
dipsh1t,1
dipsh1tty,1
dipshat,1
dipshidiot,1
dipshit,1
dipshite,1
dipshits,1
dipshitter,1
dipshitty,1
dipstick,1
dog fucker,1
dog-fucker,1
dommes,1
donkeyribber,1
doofus,1
doosh,1
dopey,1
dothead,1
douche,1
douche bag,1
douche canoe,1
douchebag,1
douchebags,1
douchecanoe,1
douchewaffle,1
douchey,1
duche,1
dumass,1
dumasses,1
dumb bastard,1
dumb fucker,1
dumb-ass,1
dumb-shit,1
dumb@ss,1
dumbarrassed,1
dumbass,1
dumbass fucker,1
dumbass mofoes,1
dumbass mothafuckers,1
dumbass son-of-a-bitch,1
dumbasses,1
dumbfucks,1
dumbshit,1
dummy,1
dune coon,1
dyke,1
dykes,1
eat my ass,1
eatadick,1
escort,1
essohbee,1
eunuch,1
f'er,1
f*ckboy,1
f*ckface,1
f*cktard,1
f*ckwit,1
f*ggot,1
f*ggt,1
f*got,1
f0cker,1
f0ckers,1
f@cker,1
f@cker bunny,1
f@g,1
f@gg0t,1
f@ggot,1
f@gs,1
f@k,1
fackuhs,1
fag,1
fag asses,1
fag bag,1
fag hag,1
fag queen,1
fag0t,1
faget,1
fagg,1
fagg0t,1
fagged,1
faggit,1
faggitt,1
faggo,1
faggot,1
faggot mofoes,1
faggot mothafuckers,1
faggot nob jokeys,1
faggot nobjockies,1
faggot son-of-a-bitch,1
faggots,1
faggs,1
faggy,1
fagit,1
fagot,1
fagots,1
fags,1
faig,1
faigt,1
fannybandit,1
fannyfucker,1
fart-fucker,1
fartknocker,1
fatass,1
fatasses,1
fccuker,1
fccuker,1
fcker,1
fckahz,1
fcker,1
fckers,1
fcktard,1
fcuker,1
fcukers,1
fcukker,1
fecker,1
feg,1
felcher,1
feltcher,1
fggt,1
fingerfucker,1
fingerfuckers,1
fistfucker,1
fistfuckers,1
fker,1
fkers,1
fkker,1
flamer,1
flamers,1
focker,1
fooker,1
fookuh,1
fothermuckers,1
fuccers,1
fuck face,1
fuck faces,1
fuck goblin,1
fuck head,1
fuckahs,1
fuckass,1
fuckaz,1
fuckbag,1
fuckball,1
fuckbasket,1
fuckbitch,1
fuckboy,1
fuckbubble,1
fuckbucket,1
fuckem,1
fucker,1
fuckers,1
fuckface,1
fuckfaces,1
fuckhead,1
fuckheaded,1
fuckheads,1
fuckhole,1
fucking asshole,1
fucking bastard,1
fucking retard,1
fuckknuckle,1
fuckless,1
fucknuckle,1
fucknugget,1
fucknut,1
fucknuts,1
fuckpig,1
fuckpuppet,1
fuckshitface,1
fuckshithead,1
fuckstar,1
fuckster,1
fuckstick,1
fucktard,1
fucktards,1
fucktoy,1
fucktrophy,1
fuckup,1
fuckwad,1
fuckwhistle,1
fuckwhit,1
fuckwhore,1
fuckwit,1
fudge packer,1
fudgefucker,1
fudgepacker,1
fudgepackers,1
fudgepackershitter,1
fudgepacking fucker,1
fugger,1
fuggerz,1
fuker,1
fukheads,1
fukka,1
fukker,1
fukkers,1
fukkuh,1
fukwhit,1
fukwhore,1
fukwit,1
fux0r,1
fuxor,1
fvcker,1
fvckers,1
fvckker,1
fvckker bunny,1
fxcker,1
g*atf*cker,1
g@y b1tch,1
g@ylord,1
gae,1
gai,1
gash-stabber,1
gassyass,1
gay,1
gay ass,1
gay bitch,1
gay fuck,1
gay fucker,1
gay wad,1
gayest,1
gaylord,1
gaylords,1
gays,1
gaysian,1
gaytard,1
geebag,1
gey,1
gfy,1
ghay,1
ghey,1
gigolo,1
geebag,1
gfy,1
gin jockey,1
girlieboy,1
girlyboy,1
goatfucker,1
gobshite,1
goddamn mothafuckers,1
goddamn son of a bitch,1
goddamn son-of-a-bitch,1
gook,1
gooks,1
gowl,1
greaser,1
gringo,1
groid,1
groper,1
guido,1
gyp,1
gypsy,1
hag,1
hamflap,1
hebe,1
heeb,1
heshe,1
higg3r,1
higg@,1
higga,1
higger,1
higgers,1
hobag,1
hoebag,1
homoey,1
honkey,1
honky,1
hoor,1
hope you die,1
injun,1
j*ckass,1
j*goff,1
jackoff,1
jackoffs,1
jackoffz,1
jagoff,1
jap,1
japs,1
jerkoff,1
jerkoffs,1
jewboy,1
jigaboo,1
jigaboos,1
jigga,1
jiggaboo,1
jiggabooboo,1
jiggaboos,1
jiggabu,1
jiggas,1
jigger,1
jiggerboo,1
jiggerboos,1
jiggs,1
jiggyboo,1
jigro,1
jim crow,1
jizz eater,1
jizz licker,1
jizz-jockey,1
jizzbags,1
jizzface,1
jizzfucker,1
jizzmopper,1
jizzsacks,1
jizzstain,1
k!k3,1
k!ke,1
k..!ke,1
k1k3,1
k1ke,1
kid diddler,1
kiddy touch,1
kidtoucher,1
kike,1
kikes,1
kiss ass,1
kn*bhead,1
kneegrows,1
knob eater,1
knob gobbler,1
knob jockey,1
knob-face,1
knob-gobbler,1
knob-head,1
knobead,1
knobeads,1
knobend,1
knobender,1
knobends,1
knobendy,1
knobendz,1
knober,1
knobes,1
knobgobbler,1
knobhead,1
knobheads,1
knobjockies,1
knobjocky,1
knobjokey,1
knobjokeys,1
kraut,1
ku kluxer,1
kyke,1
l*rdass,1
l@dyb0i,1
l@dyb0y,1
l@dyboy,1
ladboys,1
ladboyz,1
ladiboy,1
lady-boy,1
ladyb0i,1
ladyb0y,1
ladyboy,1
ladyboys,1
ladyboyz,1
lardass,1
lech,1
lez,1
lezbian,1
lezbians,1
lezbo,1
lezbos,1
lezzie,1
lezzies,1
lezzy,1
m*therf*cker,1
motherfucker,1
mf,1
m0f0,1
m0f0s,1
m0fo,1
m0foes,1
m0fos,1
m0ng0l0id,1
m0ngoloid,1
m0thafucker,1
m0therfucker,1
m0therfvcker,1
m@derfaker,1
m@derfuck,1
m@derfuckers,1
mafugly,1
massa,1
mecha fag,1
mega fag,1
mf'er,1
mf'ers,1
mfckers,1
MFer,1
MFers,1
mfk,1
mfs,1
mfukk,1
mfukker,1
mof0es,1
mof0s,1
mofcker,1
mofo,1
mofo ass,1
mofoes,1
mofos,1
mofuccers,1
mofucckers,1
mofucker,1
mofuckkas,1
mofuk,1
mofukkas,1
molester,1
mong,1
mongoloid,1
mongrel,1
moolie,1
moron,1
motha fucka,1
motha fucker,1
motha fuckers,1
mothafuccer,1
mothafucka,1
mothafuckas,1
mothafuckasses,1
mothafuckaz,1
mothafuckazzes,1
mothafucker,1
mothafuckers,1
mother effer,1
mother fucka,1
mother fucker,1
mother fuckers,1
mothercker,1
motherf@kka,1
motherfacking,1
motherfecka,1
motherfecker,1
motherfucca,1
motherfuccas,1
motherfuccers,1
motherfucka,1
motherfucker,1
motherfuckers,1
motherfuckka,1
motherfuckkas,1
motherfuckkers,1
motherfukka,1
motherfukker,1
motherfvcker,1
motherfvckers,1
motherfxcker,1
mothter fuck,1
mtherfucker,1
mtherfuker,1
mthrfcker,1
mthrfucker,1
muddafukkas,1
mudderfukker,1
muff diver,1
muffdiver,1
mutha fucka,1
mutha fucker,1
muthafecker,1
muthafeckers,1
muthafucka,1
muthafuckaz,1
muthafucker,1
muthafuckers,1
muthafuckker,1
muthafuckkers,1
muthafukka,1
mutherfucker,1
mutherfuckers,1
n*mbnuts,1
n0bhead,1
n0bj0cky,1
n1ckker,1
n1g3r,1
n1g3rz,1
n1gg3r,1
n1gg3rs,1
n1gg@,1
n1gg@hs,1
n1gga,1
n1ggah,1
n1ggahs,1
n1ggas,1
n1ggazes,1
n1gger,1
n1ggers,1
n1gguh,1
n3gro,1
negga,1
neggar,1
negr0,1
negro,1
negroes,1
negroid,1
neonazi,1
niccer,1
nicka,1
nickas,1
nicker,1
nickk3r,1
nickker,1
nig,1
nig nog,1
nig-nog,1
niga,1
nigah,1
nigasses,1
nigers,1
nigg,1
nigg3r,1
nigg3rs,1
nigg4h,1
nigg4hs,1
nigg@,1
nigg@hs,1
nigg@s,1
nigg@z,1
nigg@zzes,1
nigga,1
nigga lover,1
niggah,1
niggahs,1
niggahz,1
niggas,1
niggass,1
niggaz,1
niggazzes,1
nigger,1
nigger lover,1
niggers,1
niggerz,1
niggger,1
niggir,1
niggle,1
niggress,1
nigguh,1
nigguhs,1
nigguhz,1
niglet,1
nignigs,1
nignog,1
nigra,1
nigre,1
nigs,1
niguh,1
nikk3r,1
nikkas,1
nikker,1
nimrod,1
nip,1
nob jockey,1
nob jokeys,1
nobbyhead,1
nobhead,1
nobheads,1
nobj0key,1
nobjockies,1
nobjocky,1
nobjokey,1
nobjokeys,1
nonce,1
nuckas,1
numbnuts,1
oven dodger,1
p*sshead,1
p3n1shead,1
p3nisfcker,1
p3nisfcukers,1
p3nisfvcker,1
p3nisfvckers,1
packerfudgehead,1
packing fudgehead,1
packingfudgefucker,1
packsomefudgefucker,1
paddy,1
paedophile,1
paki,1
palm jockey,1
pancake face,1
peckerhead,1
pedo,1
pedobear,1
pedobears,1
pedophile,1
pedophilia,1
pedophiliac,1
pedophl,1
pedos,1
pedoz,1
penisfcker,1
penisfuccer,1
penisfucker,1
penisfuckers,1
penisfvcker,1
penisfvckers,1
penishead,1
peter puffer,1
ph@ggots,1
phaggot,1
phaggots,1
phagot,1
phags,1
phuccer,1
phucchead,1
phuck3r,1
phucker,1
phukhead,1
phukker,1
pig fucker,1
pigfucker,1
pigfuckers,1
pigfukker,1
piggyfuck,1
pikey,1
pillow biter,1
pillow-biter,1
pillowbiter,1
pinko,1
piss face,1
piss pig,1
pisser,1
pissers,1
pisshead,1
pissmonger,1
pisspig,1
polack,1
pole licker,1
pole smoker,1
pole sucker,1
polesmoker,1
pollock,1
poof,1
porch monkey,1
pr*ck,1
prck,1
prckr,1
prick-face,1
prick-gobbler,1
prick-head,1
prickface,1
prig,1
prude,1
pussy fucker,1
pussy licker,1
pussylickers,1
pussypounder,1
pussywhipped,1
puta,1
puto,1
queero,1
r3t@rd,1
r3tard,1
raghead,1
ragheads,1
ragtard,1
rapist,1
rat bastard,1
rat baztad,1
redskin,1
reetard,1
retard,1
rtard,1
rumprammer,1
ruski,1
s*n of a b*tch,1
s*n of a wh*re,1
s-lut,1
s.o.b.,1
s.o.b.s,1
sambo,1
sand nigger,1
sausage jockey,1
sausagequeen,1
sc*mbag,1
scamfuck,1
scumbag,1
scumfuck,1
scumfucker,1
scumfvck,1
sh*tbag,1
sh*teater,1
sh*tfaced,1
sh*thead,1
sh*theel,1
sh1td1ck,1
sh1tdick,1
sh1th3ad,1
sh1theads,1
sh3mal3,1
sh3male,1
shamedame,1
she-male,1
sheister,1
shemal3,1
shemale,1
shemales,1
shiester,1
shiesterfuck,1
shiesterfuckface,1
shiesterfuckhead,1
shiesterfucks,1
shit face,1
shit for brains,1
shit fucker,1
shit head,1
shit licker,1
shit-arse,1
shit-ass,1
shit-bag,1
shit-bandit,1
shit-fucker,1
shitass,1
shitassfucker,1
shitassfuckface,1
shitbag,1
shitbird,1
shitbrain,1
shitcock,1
shitd1ck,1
shitdick,1
shitdicks,1
shitdikk,1
shitdip,1
shiteater,1
shitehawk,1
shitehead,1
shitface,1
shitfaced,1
shitfacefuck,1
shitfacefucker,1
shitfucker,1
shitfuckhead,1
shitfuckmotherfucker,1
shitfudgefucker,1
shithead,1
shitheadfucker,1
shitheadfuckface,1
shitheads,1
shitheel,1
shitter,1
shitterfucker,1
shitters,1
shittydick,1
shittydicks,1
shittyfuckface,1
shitweasel,1
shmale,1
shylock,1
shytfeisterfuck,1
sissy,1
sk@nks,1
sk@nky,1
sk@nkz,1
sl*tty,1
sl@nteye,1
slag,1
slant eye,1
slantard,1
slanteye,1
slanteye b1tch,1
slanteyes,1
slanteyeshit,1
slantfreak,1
slanty,1
slope,1
slutbag,1
slutbucket,1
slutdumper,1
slutkiss,1
slutty,1
sm*ghead,1
smeghead,1
smutty,1
snatch licker,1
soab,1
sob,1
sod,1
sod off,1
son o bitch,1
son of a bitch,1
son of a whore,1
son-of-a-bitch,1
sonna bitch,1
sonofabitch,1
sonofbitches,1
sons of b1tches,1
sons of bitches,1
sons-of-bitches,1
sonz of bitchez,1
soppy bollucks,1
spic,1
spicfuck,1
spick,1
spics,1
spicshit,1
spig,1
spik,1
spiks,1
spix,1
suck-ass,1
swine fucker,1
t*sser,1
tacohead,1
tar-baby,1
tard,1
thug,1
timber nigger,1
titfuck,1
tittiefucker,1
tittyfucker,1
tittywank,1
titwank,1
tongue fucker,1
toots,1
tosser,1
towelhead,1
towelheads,1
towelshithead,1
tranny,1
trashb1tch,1
trashbitch,1
trashbitches,1
trashbitchez,1
trashbtch,1
trasherbitch,1
trasherbitchs,1
trashybitches,1
tub girl,1
tubgirl,1
turdcutter,1
turdhead,1
twat waffle,1
twatface,1
twathead,1
twink,1
twinkie,1
twit,1
useless fucker,1
w*anker,1
w*nkstain,1
w4nk3r,1
wang wrangler,1
wankbastard,1
wankface,1
wankmagnet,1
wankstain,1
we1back,1
wet back,1
wetback,1
wetbacks,1
whitey,1
wigger,1
willy-whacker,1
window licker,1
wog,1
wop,1
yid,1
yids,1
you motherfucker,1
zipperhead,1

# ====================================================================
# 🚀 CATEGORY 2 EXPANSION: Network, Infrastructure & Engine Absolutes
# ====================================================================

# --- Network & Routing Degradation Morphologies ---
laggy,2
laggier,2
laggiest,2
lagged,2
lagg,2
laggs,2
netlag,2
wifilag,2
pinging,2
highpings,2
hightping,2
pingspike,2
pingspikes,2
lagspike,2
lagspikes,2
packetdrop,2
packetdrops,2
packetbursts,2
packetbursting,2
packetlossing,2
lossrates,2
bufferbloating,2
jittering,2
jitters,2
badrouting,2
routingissue,2
routingissues,2
ispdrop,2
isplosing,2
traceroute,2
portforward,2
portforwarding,2
strictnat,2
opennat,2
modemcrash,2

# --- Client-Engine, Framerate & Hardware Latency ---
fpsdrop,2
fpsdrops,2
fpslag,2
fpsstutter,2
fpsstutters,2
lowfps,2
frametime,2
frametimes,2
framespike,2
framespikes,2
microstuttering,2
micro-stutter,2
micro-stutters,2
micro-stuttering,2
screentear,2
screentears,2
gpuoverheat,2
gpuoverheating,2
cpuoverheat,2
cpuoverheating,2
thermalthrottle,2
thermalthrottled,2
thermalthrottling,2
vramoverflow,2
vramleak,2
ramleak,2
memoryleaks,2
outofmemory,2
oomcrash,2
unoptimizedgame,2
badlyoptimized,2
pooroptimization,2
zerooptimization,2
horribleoptimization,2

# --- Crash Diagnostics, Exceptions & Executable Failures ---
crashes,2
crashing,2
gamecrash,2
gamecrashed,2
gamecrashing,2
clientcrash,2
clientcrashed,2
clientcrashing,2
deverror,2
deverrors,2
fatalerror,2
fatalerrors,2
unhandledexception,2
nullpointer,2
bsoded,2
bsoding,2
blue-screen,2
bluescreen,2
ctding,2
ctded,2
ctds,2
drivercrashed,2
drivercrashing,2
nvidiacrash,2
amdcrash,2
directxerror,2
dxerror,2
dx11error,2
dx12error,2
crashlog,2
crashlogs,2
screenfreeze,2
screenfreezes,2
gamefreeze,2
gamefreezes,2

# --- Disconnects, State Failures & Matchmaking Chaos ---
disconnecting,2
disconnections,2
disconnected,2
disconnects,2
dcing,2
dced,2
dcking,2
dcced,2
timedout,2
timeouted,2
instancedown,2
servererror,2
servererrors,2
serverdown,2
serversdown,2
serveroutage,2
serveroutages,2
servermaintenance,2
serverreboot,2
serverrestart,2
serverrestarts,2
hostmigration,2
lobbycrash,2
lobbycrashed,2
matchmakingerror,2
matchmakingfailed,2
queuebug,2
queueerror,2
queuefail,2
queuefailed,2
loginerror,2
authserver,2
authservererror,2

# --- Simulation & Netcode Protocols ---
subtickerror,2
subtickissues,2
subticks,2
64tickrate,2
128tickrate,2
rubberbanded,2
teleported,2
teleporting,2
desyncing,2
desynching,2
hitregissues,2
badhitreg,2

# ====================================================================
# 🟡 CATEGORY 3 EXPANSION: Ambiguous Triggers & Gravity Magnets
# ====================================================================

# --- Profanity Shorthand & Filter Bypasses ---
fck,3
fkk,3
fkin,3
fking,3
fckin,3
fcking,3
sht,3
shtt,3
bs,3
wtf,3
lmfao,3
stfu,3
gtfo,3
ffs,3
bull,3
bullcrap,3


# --- Evaluative Adjectives (Skill or Quality) ---
terrible,3
awful,3
horrible,3
useless,3
pathetic,3
disgusting,3
miserable,3
abysmal,3
atrocious,3
worse,3
worst,3
washed,3
washed-up,3
braindead,3
brainless,3
mindless,3
clueless,3
pointless,3
worthless,3
dogwater,3
freelo,3

# --- Performance & Action Verbs (Self, Team, or Game) ---
choked,3
choking,3
choke,3
thrown,3
throwing,3
throw,3
inting,3
inted,3
inter,3
inters,3
feeding,3
fed,3
feeder,3
feeders,3
griefing,3
griefed,3
grief,3
griefer,3
ruined,3
ruining,3
carried,3
boosted,3
smurfing,3
ramming,3
rammed,3
spinning,3
spun,3

# --- State of Mind / Tilt Indicators ---
tilted,3
tilting,3
mad,3
salty,3
crying,3
whining,3
seething,3
coping,3
copium,3
mald,3
malding,3
triggered,3
sweating,3
sweaty,3
tryharding,3
madcuzbad,3

# --- Systems, Luck & Game Logic Accusations ---
rigged,3
scripted,3
fake,3
rng,3
luck,3
lucky,3
unlucky,3
diff,3
diffed,3
gap,3
gapped,3
cheese,3
cheesy,3
cheesing,3
sweatfest,3

# --- Exaggerations & Absolutism (Often prefixes to toxicity) ---
absolute,3
literal,3
literally,3
actual,3
actually,3
insane,3
crazy,3
wild,3
unreal,3

# --- Dismissive & Mocking Endgames ---
ez,3
e-z,3
easy,3
ggrez,3
sit,3
seat,3

# --- CATEGORY 3 EXPANSION: Emotional Multipliers (The "Fuck" Tree) ---
fuck,3
fucks,3
fucking,3
fucked,3
fvck,3
fxck,3
f_ck,3
fckn,3

# --- CATEGORY 3 EXPANSION: Emotional Multipliers (The "Shit" Tree) ---
shit,3
shits,3
shitty,3
shitting,3
shitted,3
sh1t,3
shite,3
bullshit,3
dogshit,3
horseshit,3
batshit,3
apeshit,3

# --- CATEGORY 3 EXPANSION: Emotional Multipliers (The "Bitch" Tree) ---
bitch,3
bitches,3
bitching,3
#b1tch,3
btch,3
bxtch,3

# --- CATEGORY 3 EXPANSION: Violent Verbs (The "Kill / Die" Tree) ---
kill,3
kills,3
killed,3
killing,3
k1ll,3
kll,3
die,3
dies,3
died,3
dying,3
d1e,3
dead,3
murder,3
murdered,3
destroy,3
destroyed,3
smash,3
smashed,3
beat,3
slap,3
slapped,3

# --- CATEGORY 3 EXPANSION: Anatomy & Slang (Moved from Cat 1 / Added) ---
ass,3
asses,3
@ss,3
a$$,3
arse,3
4r5e,3
dick,3
dicks,3
d1ck,3
cock,3
cocks,3
c0ck,3
suck,3
sucks,3
sucking,3
sucked,3
succ,3
piss,3
pissed,3
pissing,3
crap,3
damn,3
dammit,3
hell,3
trash,3
garbage,3
rubbish,3
dumpster,3
