Content,Score,Category
gl for try,0.15,Green
good super great round,0.15,Green
ty really solid carry,0.15,Green
nt team that carry,0.14,Green
nice about your played,0.14,Green
wow for the played,0.15,Green
mb team nice try,0.15,Green
ty everyone my played,0.15,Green
thanks about good carry,0.14,Green
ty super my game,0.15,Green
sry for that game,0.14,Green
gg very solid played,0.15,Green
wow so the carry,0.15,Green
good guys the played,0.11,Green
wow everyone solid save,0.11,Green
ty about the help,0.14,Green
gg so clean lag,0.15,Green
nt for great lag,0.11,Green
good team that round,0.15,Green
wow much that try,0.14,Green
gg everyone the played,0.14,Green
nt guys that try,0.15,Green
mb super great work,0.15,Green
nt for great match,0.14,Green
ty really nice match,0.15,Green
thanks much nice played,0.15,Green
wow team your game,0.14,Green
thanks very clean round,0.11,Green
nt much solid save,0.11,Green
thanks so well help,0.11,Green
gg so great work,0.11,Green
wow really good help,0.15,Green
good so great round,0.14,Green
thanks so solid game,0.15,Green
good so solid try,0.11,Green
thanks very that lag,0.15,Green
sry about that save,0.15,Green
mb team the match,0.14,Green
thanks for great match,0.15,Green
good for nice played,0.11,Green
nt guys your lag,0.14,Green
wow for the round,0.14,Green
thanks team nice save,0.14,Green
ty much the round,0.14,Green
gg super clean help,0.14,Green
good my save,0.15,Green
ty very great game,0.14,Green
nt for the carry,0.15,Green
nt everyone good carry,0.14,Green
good for well round,0.15,Green
wow guys nice help,0.15,Green
sry much good game,0.15,Green
good so good game,0.15,Green
gl for nice match,0.15,Green
ty really my help,0.15,Green
nt everyone great try,0.11,Green
thanks about my help,0.11,Green
good very clean help,0.15,Green
good really my lag,0.11,Green
gl much that work,0.11,Green
mb much solid round,0.14,Green
sry this try,0.15,Green
sry much well game,0.14,Green
wow really nice try,0.14,Green
ty everyone nice work,0.11,Green
wow team solid played,0.11,Green
nt my round,0.11,Green
mb very nice match,0.15,Green
nt about your match,0.15,Green
mb for your work,0.14,Green
thanks super clean match,0.15,Green
sry everyone my played,0.14,Green
wow super the save,0.15,Green
ty guys the played,0.14,Green
mb everyone good save,0.11,Green
good really that lag,0.15,Green
ty about solid help,0.14,Green
nt about solid match,0.11,Green
gg super clean work,0.15,Green
wow super my match,0.14,Green
sry really well lag,0.11,Green
wow about my match,0.14,Green
nt very that work,0.14,Green
ty super solid carry,0.14,Green
mb super the help,0.14,Green
wow so good help,0.14,Green
wow guys good help,0.15,Green
sry really nice save,0.14,Green
nt everyone the save,0.14,Green
mb so solid help,0.11,Green
nice really great help,0.14,Green
mb super your try,0.11,Green
gg so that round,0.15,Green
wow very well round,0.14,Green
wow so solid game,0.15,Green
thanks much well try,0.15,Green
ty all,0.11,Green
nice really that try,0.14,Green
mb very clean game,0.14,Green
gl team your work,0.15,Green
nice about great carry,0.15,Green
gl about nice try,0.14,Green
nt for that lag,0.11,Green
mb about well played,0.11,Green
ty very that work,0.14,Green
gg guys great try,0.11,Green
wow much my help,0.11,Green
gl everyone solid match,0.11,Green
gl team my help,0.11,Green
nt everyone my help,0.14,Green
mb very your round,0.14,Green
gg much my help,0.14,Green
mb our help,0.11,Green
mb everyone my try,0.11,Green
wow guys that game,0.15,Green
gl really nice match,0.14,Green
nice super your save,0.14,Green
gl my help,0.11,Green
gl so your save,0.11,Green
good team my try,0.14,Green
gg really my match,0.14,Green
mb my try,0.11,Green
thanks about the played,0.15,Green
nt so great played,0.15,Green
nice so that match,0.14,Green
nt everyone your played,0.11,Green
nt super your try,0.14,Green
mb this try,0.15,Green
nice all play,0.11,Green
thanks about good help,0.15,Green
sry about your match,0.14,Green
gg guys solid save,0.15,Green
mb really good save,0.11,Green
wow everyone the lag,0.11,Green
gg our game,0.11,Green
wow about great save,0.14,Green
gl guys your try,0.15,Green
gg team that work,0.11,Green
wp team bad,0.15,Green
gg very good save,0.14,Green
mb so your help,0.11,Green
good team match,0.15,Green
good much good round,0.15,Green
sry super clean played,0.14,Green
gl about game,0.14,Green
good team my carry,0.14,Green
mb team clean lag,0.11,Green
nt team solid carry,0.15,Green
sry about match,0.14,Green
wow guys that played,0.11,Green
gl about clean carry,0.14,Green
wow everyone the round,0.11,Green
mb guys your lag,0.11,Green
ty really clean match,0.15,Green
wow super clean save,0.15,Green
gg guys clean try,0.14,Green
nt really nice game,0.11,Green
nt very clean save,0.11,Green
gl about the work,0.14,Green
sry everyone solid help,0.15,Green
nice super solid match,0.11,Green
gg much my played,0.15,Green
nt team that round,0.14,Green
sry everyone my carry,0.15,Green
ty everyone well lag,0.14,Green
nice very great game,0.15,Green
thanks guys clean carry,0.15,Green
thanks so nice help,0.11,Green
gg everyone your round,0.15,Green
gg guys that save,0.15,Green
gg about solid round,0.14,Green
thanks so nice try,0.14,Green
wow team good round,0.14,Green
gl much that played,0.11,Green
gl much great lag,0.11,Green
ty about nice work,0.15,Green
nice team that work,0.14,Green
good this play,0.11,Green
nt about well help,0.15,Green
sry much my work,0.11,Green
sry team solid match,0.11,Green
wp this save,0.11,Green
nice much your work,0.14,Green
sry about my lag,0.11,Green
nice guys my match,0.15,Green
sry guys my help,0.14,Green
wow for my work,0.14,Green
wow so that carry,0.15,Green
ty much nice round,0.14,Green
nice so nice game,0.11,Green
good guys good match,0.15,Green
gl very your match,0.11,Green
gg guys your game,0.15,Green
nice everyone the round,0.11,Green
mb everyone your round,0.11,Green
nt about nice game,0.14,Green
gg about nice played,0.11,Green
wow much your try,0.11,Green
gg for nice try,0.11,Green
ty guys good played,0.11,Green
gg really great work,0.14,Green
wow very that carry,0.15,Green
good guys your help,0.11,Green
gl much the round,0.11,Green
good much nice help,0.15,Green
mb for clean help,0.14,Green
sry super great played,0.11,Green
thx about match,0.14,Green
mb so your game,0.11,Green
thanks so clean work,0.11,Green
thanks very my round,0.15,Green
sry for nice carry,0.11,Green
good much my help,0.14,Green
gg super well try,0.11,Green
mb the play,0.11,Green
good everyone great game,0.15,Green
sry so well help,0.15,Green
thanks for my help,0.11,Green
sry super your help,0.15,Green
nice so my try,0.11,Green
nice really the work,0.15,Green
wp our round,0.14,Green
sry super that match,0.14,Green
mb super well help,0.11,Green
good really nice game,0.15,Green
thanks everyone solid try,0.14,Green
sry really your work,0.11,Green
gl all,0.11,Green
good about clean save,0.15,Green
wow about clean work,0.14,Green
gg super good round,0.14,Green
wow team that match,0.15,Green
good everyone nice round,0.11,Green
mb about try,0.11,Green
wow so clean game,0.15,Green
sry super well round,0.14,Green
ty about well played,0.14,Green
wow much clean help,0.15,Green
mb really solid lag,0.11,Green
wow about good played,0.14,Green
sry guys nice match,0.15,Green
nice our help,0.11,Green
nice really good match,0.15,Green
ty so your help,0.14,Green
nice really clean carry,0.15,Green
gg that round,0.15,Green
gg so great played,0.14,Green
good everyone nice save,0.11,Green
nt really nice work,0.15,Green
wow for the carry,0.11,Green
nice team clean lag,0.15,Green
thanks super well carry,0.11,Green
ty really good save,0.11,Green
wow team clean lag,0.11,Green
wow about my help,0.11,Green
good so that match,0.11,Green
wow really solid round,0.11,Green
good very your round,0.14,Green
mb guys nice try,0.11,Green
mb for my played,0.14,Green
sry super great save,0.15,Green
gl team the match,0.14,Green
sry about nice carry,0.11,Green
gl all play,0.14,Green
mb much clean try,0.14,Green
thx dude,0.14,Green
thx team game,0.15,Green
gl everyone clean carry,0.11,Green
good about nice save,0.15,Green
ty team the try,0.14,Green
gl team the carry,0.15,Green
ty very clean carry,0.11,Green
thanks team my lag,0.11,Green
sry super good help,0.14,Green
gl much your carry,0.11,Green
nt really great game,0.15,Green
thanks team solid carry,0.15,Green
sry very the played,0.14,Green
good guys great work,0.15,Green
thanks for nice lag,0.14,Green
gl much nice game,0.15,Green
sry so well carry,0.14,Green
ty very my game,0.14,Green
nt my save,0.11,Green
gl guys,0.11,Green
thanks for my match,0.11,Green
thanks so your round,0.11,Green
sry much clean save,0.15,Green
mb much solid match,0.14,Green
ty team the help,0.11,Green
gg team good try,0.15,Green
wow for your try,0.15,Green
gg much well round,0.11,Green
ty everyone good round,0.11,Green
wow very clean match,0.11,Green
gl very the played,0.14,Green
mb super clean carry,0.11,Green
nt everyone the lag,0.14,Green
nt all carry,0.11,Green
wow team good try,0.14,Green
wow super the played,0.11,Green
ty much my round,0.15,Green
nt for your try,0.14,Green
gl guys nice match,0.15,Green
nt team that work,0.11,Green
wow guys solid match,0.15,Green
thanks guys great help,0.14,Green
wow much nice try,0.11,Green
good so nice carry,0.14,Green
wow really good game,0.11,Green
good team solid lag,0.14,Green
mb really great try,0.15,Green
good guys the try,0.15,Green
gl super that round,0.14,Green
wow super well game,0.14,Green
thanks so solid carry,0.15,Green
wow really that lag,0.14,Green
nice much great help,0.15,Green
ty all bad,0.15,Green
nice about nice help,0.15,Green
sry team great played,0.15,Green
ty really well round,0.14,Green
ty everyone that round,0.15,Green
nt for clean played,0.15,Green
nice for your save,0.14,Green
nice so the played,0.15,Green
thanks very well try,0.14,Green
gg super my help,0.15,Green
thanks team great carry,0.15,Green
nt round,0.15,Green
nt very solid try,0.14,Green
thanks about good work,0.15,Green
wow for nice help,0.14,Green
gl guys well match,0.15,Green
wow very my round,0.14,Green
nt so well lag,0.14,Green
gg team well carry,0.11,Green
thx this try,0.11,Green
wow really well played,0.11,Green
gl about your work,0.14,Green
ty guys my carry,0.15,Green
mb so well carry,0.14,Green
good guys well save,0.11,Green
good everyone your round,0.15,Green
wow really that game,0.14,Green
sry my save,0.14,Green
good so my match,0.14,Green
thanks super the help,0.15,Green
ty much solid lag,0.15,Green
gl guys clean carry,0.11,Green
ty about clean try,0.15,Green
mb so that game,0.14,Green
wow much nice played,0.14,Green
nice everyone the played,0.11,Green
nt much well lag,0.15,Green
gl everyone that try,0.14,Green
nice about my played,0.14,Green
wow everyone the try,0.11,Green
thanks very clean carry,0.14,Green
good team good save,0.11,Green
ty about good game,0.15,Green
thanks about solid carry,0.11,Green
ty my round,0.15,Green
thanks much well work,0.15,Green
nice so nice try,0.14,Green
sry much good match,0.14,Green
sry super solid round,0.14,Green
wow super good played,0.15,Green
thanks very nice played,0.15,Green
good very that lag,0.15,Green
nt much good lag,0.15,Green
nt for clean round,0.14,Green
thanks so your lag,0.14,Green
thanks team my carry,0.11,Green
wow much good played,0.15,Green
gl much well save,0.14,Green
thanks guys great played,0.15,Green
good really that match,0.14,Green
nt much solid lag,0.14,Green
ty guys that match,0.14,Green
mb super great lag,0.15,Green
wp the play,0.11,Green
gg so your played,0.11,Green
good about your round,0.15,Green
thanks guys the round,0.11,Green
nt so your work,0.11,Green
nice everyone good played,0.11,Green
wow much solid help,0.14,Green
wow very well save,0.14,Green
wow everyone well game,0.15,Green
gl about bad,0.15,Green
ty about well save,0.11,Green
wow so great save,0.15,Green
sry about solid try,0.15,Green
sry super good match,0.14,Green
mb very solid carry,0.14,Green
nt team nice game,0.14,Green
gl so that match,0.15,Green
thanks really the save,0.11,Green
gg very clean work,0.14,Green
thx that lag,0.14,Green
good much my try,0.14,Green
wow really the round,0.15,Green
gl team solid save,0.15,Green
mb super good round,0.15,Green
gl very solid match,0.15,Green
ty really that match,0.15,Green
good about the match,0.11,Green
wow so solid work,0.15,Green
good team solid match,0.11,Green
nice very the lag,0.14,Green
ty for my lag,0.11,Green
gg very your help,0.15,Green
nt about that game,0.14,Green
nt for clean work,0.15,Green
thanks so solid played,0.11,Green
wow for my help,0.11,Green
nice really well game,0.11,Green
sry for great round,0.15,Green
good about the carry,0.11,Green
sry guys your carry,0.15,Green
gg about the save,0.15,Green
good for your game,0.15,Green
wow team my played,0.14,Green
nice very good game,0.14,Green
sry really solid match,0.14,Green
wow guys that work,0.14,Green
gl super good carry,0.11,Green
gl really clean save,0.14,Green
nice everyone clean round,0.14,Green
nt very that match,0.14,Green
wow much good save,0.15,Green
gl so well try,0.15,Green
thanks much that try,0.11,Green
mb guys well save,0.14,Green
sry so your lag,0.11,Green
wow team well game,0.11,Green
nt team good game,0.15,Green
nt guys good match,0.15,Green
good so well carry,0.15,Green
gl guys well lag,0.14,Green
ty our play,0.11,Green
mb about your help,0.11,Green
mb very my work,0.15,Green
thanks about well work,0.11,Green
gl team clean save,0.14,Green
mb my carry,0.15,Green
ty team well carry,0.15,Green
good all bad,0.14,Green
gl about your carry,0.11,Green
nt so nice match,0.15,Green
wow really solid try,0.11,Green
ty guys the try,0.11,Green
thanks much the match,0.15,Green
nice so solid played,0.15,Green
gg super nice save,0.14,Green
mb everyone the save,0.11,Green
thanks guys nice lag,0.14,Green
gl guys great played,0.11,Green
good much solid game,0.14,Green
gl everyone your save,0.15,Green
thanks about great carry,0.15,Green
good about good game,0.11,Green
gg so good carry,0.15,Green
nt for solid work,0.15,Green
ty for bad,0.11,Green
gg guys my carry,0.14,Green
ty guys nice save,0.14,Green
gl guys solid match,0.14,Green
good for the game,0.15,Green
wow about well lag,0.15,Green
ty team the game,0.11,Green
good for well try,0.15,Green
mb everyone well match,0.11,Green
gg super that carry,0.14,Green
sry so my try,0.15,Green
good team great played,0.14,Green
sry much great help,0.15,Green
gg guys solid lag,0.15,Green
nt very well carry,0.11,Green
wow super that save,0.15,Green
thanks much great lag,0.11,Green
gl team my played,0.11,Green
good for well carry,0.11,Green
nice very nice work,0.11,Green
sry guys your try,0.15,Green
ty super the carry,0.14,Green
gg guys,0.15,Green
sry all carry,0.15,Green
sry team clean save,0.11,Green
thanks team your game,0.14,Green
sry about nice round,0.11,Green
nt very good work,0.15,Green
wow much that save,0.14,Green
wow everyone good round,0.15,Green
mb really my game,0.11,Green
good about my save,0.14,Green
nice guys the game,0.14,Green
mb very clean lag,0.15,Green
nt,0.14,Green
thanks about your played,0.14,Green
wow very that try,0.14,Green
mb so nice try,0.15,Green
good super good lag,0.11,Green
sry about nice save,0.15,Green
thanks really good match,0.14,Green
sry so great round,0.14,Green
gg super solid round,0.15,Green
gl team that help,0.15,Green
nt for good save,0.15,Green
thanks much that work,0.11,Green
good much your lag,0.14,Green
gg about your lag,0.15,Green
mb very my played,0.15,Green
gg super nice help,0.14,Green
sry that match,0.15,Green
nice much nice played,0.14,Green
ty super solid work,0.15,Green
good for well save,0.11,Green
sry really solid help,0.14,Green
thanks for good game,0.15,Green
mb really solid match,0.11,Green
mb everyone nice work,0.14,Green
ty super clean work,0.14,Green
gg so solid carry,0.11,Green
good team solid played,0.14,Green
gl everyone good game,0.15,Green
nt team the round,0.11,Green
nt everyone nice played,0.14,Green
